substance,concentration,pH,method,seed,meanCurrent,stdCurrent,maxCurrent,minCurrent,meanVoltage,voltageRange,meanGradient,maxGradient,minGradient,peakCurrent,peakPotential,peakWidth,peakArea,peakProminence,peakSymmetry,split,label
aluminum,0.5,6.5,DVP,9,0.0301049270993025,0.0784718378133178,0.3729034523556727,-0.0257754182951046,0.1,1.4,9.948968258148668e-05,0.0231448820033049,-0.0283251926203505,0.3729034523556727,-0.3222444889779559,0.0925851703406813,0.0270216887277445,0.3671534962778069,0.9411764705882344,train,5
uric_acid,10.0,7.0,DVP,2,0.3244038511915579,0.9566965042706648,4.787185083292085,-0.2764546185296961,0.1,1.4,-0.0002074357336785,0.3516357625626286,-0.278428268277987,4.787185083292085,0.3539078156312625,0.0869739478957914,0.3230261384955649,4.753603635403162,0.9374999999999988,train,1
glucose,2.0,7.5,DVP,8,0.1174761526568519,0.2579494557574633,1.0586892203383802,-0.0905832637368461,0.1,1.4,-2.2522319627832965e-05,0.080271933224482,-0.0694717217574247,1.0586892203383802,0.4745490981963928,0.1430861723446894,0.1142458885760251,1.0406788693848887,0.8214285714285726,train,3
glucose,10.0,7.5,DVP,6,0.3718927059401584,0.8262359967768869,3.4343600686656983,-0.2425681598411948,0.1,1.4,-0.0005110513750993,0.2262069360461694,-0.2530730130186824,3.4343600686656983,0.4829659318637275,0.1430861723446894,0.3672662396009364,3.3799858797278453,0.9615384615384596,train,3
aluminum,2.0,6.5,DVP,4,0.1040325844732781,0.2792236082108164,1.2953293852801795,-0.1032906539887889,0.1,1.4,-7.817839867255525e-06,0.0955182146269876,-0.0830509739654257,1.2953293852801795,-0.3278557114228457,0.101002004008016,0.101984635462661,1.282542461864565,0.7999999999999996,train,5
aluminum,5.0,7.5,DVP,5,0.2154296201154655,0.5773651413896393,2.725739068482527,-0.1854248594487696,0.1,1.4,-0.0001865046014469,0.1750830035430149,-0.1559299492547075,2.725739068482527,-0.3054108216432865,0.0981963927855711,0.2073148511068019,2.694850124468706,0.8421052631578941,train,5
glucose,0.1,7.0,DVP,7,0.0088239709829983,0.0145441896829423,0.0605047930239296,-0.0032201126233182,0.1,1.4,-2.137700418603524e-06,0.0042856179687734,-0.003733214608369,0.0605047930239296,0.4829659318637275,0.1374749498997995,0.0062915770261158,0.0573957659320378,0.6896551724137944,train,3
ascorbic_acid,0.5,6.0,DVP,4,0.0436139249754554,0.1075728960644187,0.473864772927386,-0.0363024010016818,0.1,1.4,-2.8508242040303776e-07,0.0335753284129212,-0.0294181668334784,0.473864772927386,0.0901803607214428,0.1122244488977955,0.0417512993723376,0.4681412637383804,0.7391304347826093,train,2
copper,0.5,7.5,DVP,9,0.0258887916944127,0.0887773719127316,0.5404906841382107,-0.0241776602476954,0.1,1.4,0.0001071626200759,0.0540360297961098,-0.044114168335632,0.5404906841382107,-0.0472945891783567,0.0589178356713426,0.0244097385583988,0.5364153743886797,0.7499999999999992,train,4
ascorbic_acid,0.5,6.0,DVP,0,0.043245097510588,0.1060180934142795,0.4901211189876936,-0.0443665173960828,0.1,1.4,2.7099793645517177e-05,0.0398473527778376,-0.0337393732624749,0.4901211189876936,0.0929859719438878,0.1066132264529058,0.0397005404193957,0.4830549368576218,0.8095238095238101,train,2
glucose,2.0,7.5,DVP,9,0.1172208254708415,0.2571021156149555,1.0211615882349123,-0.0849253245272074,0.1,1.4,0.0003211716004005,0.072212101964042,-0.070618646389356,1.0211615882349123,0.4857715430861723,0.1486973947895791,0.1170462924956464,1.0029233240290802,0.8928571428571425,train,3
dopamine,1.0,7.0,DVP,6,0.0501989809905913,0.163345909785161,0.9562669601895576,-0.0445316432107183,0.1,1.4,-9.628527110019687e-05,0.0798655861746762,-0.0725723729776086,0.9562669601895576,0.1995991983967936,0.0645290581162325,0.0470705239508536,0.9485329753562094,0.9166666666666686,train,0
ascorbic_acid,0.1,7.0,DVP,0,0.0106833518594493,0.0223663782978084,0.10250079686058,-0.007424998910731,0.1,1.4,8.977782090176662e-06,0.0086054062556196,-0.0077485835843693,0.10250079686058,0.0537074148296593,0.1150300601202404,0.0087817366955809,0.0993045671938054,0.8636363636363648,train,2
aluminum,0.1,8.0,DVP,9,0.0074739225032871,0.0165025184514858,0.0787922699921301,-0.0043332449535602,0.1,1.4,2.436540701030675e-05,0.0048741891548589,-0.0052706983978502,0.0787922699921301,-0.3054108216432865,0.0981963927855711,0.0058985811247795,0.0765544476679055,0.9444444444444456,train,5
dopamine,10.0,8.0,DVP,2,0.2924476520574123,1.0006768671931945,5.651866614379019,-0.2740497204121549,0.1,1.4,-0.0002142296411496,0.5171360569489523,-0.4462259208141065,5.651866614379019,0.1462925851703407,0.0645290581162325,0.2892068077154584,5.621016333598223,0.9166666666666686,train,0
aluminum,0.2,8.0,DVP,2,0.0131268623428902,0.0323424544251559,0.1567680742196216,-0.009158103343225,0.1,1.4,-3.857979751165289e-06,0.0099620828196295,-0.0082194970274292,0.1567680742196216,-0.3054108216432865,0.0981963927855711,0.0115967060906487,0.1541062454838698,0.8421052631578961,train,5
uric_acid,2.0,7.0,DVP,1,0.1026240344090809,0.2947217669358514,1.465785740897944,-0.085841054682769,0.1,1.4,-7.650896556265412e-06,0.0974286701618587,-0.0974741738212522,1.465785740897944,0.3454909819639279,0.0897795591182363,0.1015443353712056,1.455694234789497,0.600000000000002,train,1
ascorbic_acid,5.0,8.0,DVP,2,0.3184419112389047,0.8245915909069688,3.732883183250652,-0.2378828453484336,0.1,1.4,-0.0001856071233212,0.2775836754174587,-0.223794942607348,3.732883183250652,0.0172344689378757,0.1066132264529058,0.3096332348084828,3.6992224003037135,1.0,train,2
uric_acid,1.0,7.0,DVP,2,0.0557325172671358,0.1593027162588407,0.7991281604954572,-0.0447116923430678,0.1,1.4,-3.1267330429094965e-05,0.0586564721463221,-0.0464319802170647,0.7991281604954572,0.3539078156312625,0.0869739478957914,0.0538046056990187,0.7919291680074682,0.9374999999999988,train,1
ascorbic_acid,0.5,6.5,DVP,1,0.0435580707326707,0.1063180238341193,0.4725428898817618,-0.0316400226300759,0.1,1.4,-3.913002401811916e-07,0.0305512998868294,-0.0308389181341452,0.4725428898817618,0.0845691382765531,0.1122244488977955,0.0413095632915046,0.4660853673667234,0.818181818181817,train,2
aluminum,0.1,6.5,DVP,9,0.0074028032065852,0.0163075385803004,0.0784976677543762,-0.0042646390910226,0.1,1.4,2.412488250514642e-05,0.0048265844696966,-0.005906295926469,0.0784976677543762,-0.3222444889779559,0.0925851703406813,0.005612690166131,0.0762385336533812,0.9411764705882344,train,5
ascorbic_acid,10.0,6.0,DVP,2,0.4749435429362764,1.220082656312344,5.347292100109224,-0.3561725184616253,0.1,1.4,-0.0002792281404934,0.4527400968527415,-0.3195460541632355,5.347292100109224,0.0985971943887775,0.1094188376753507,0.4653777064869202,5.297382137476316,0.9499999999999992,train,2
ascorbic_acid,0.1,6.5,DVP,6,0.0106716206341013,0.0221463701575088,0.100551936296587,-0.0054975455293337,0.1,1.4,-1.069082826936643e-05,0.0073024267595571,-0.0061724244109736,0.100551936296587,0.0789579158316633,0.1150300601202405,0.0086755599800534,0.0972762485536661,0.9523809523809534,train,2
dopamine,2.0,7.5,DVP,2,0.0910384598352072,0.3079021452653709,1.771501467936801,-0.0828653431259672,0.1,1.4,-6.29259390174039e-05,0.1241325785864002,-0.1514624654828291,1.771501467936801,0.1743486973947895,0.0617234468937876,0.0861066501051489,1.7606226929707227,0.9999999999999964,train,0
ascorbic_acid,0.5,8.0,DVP,3,0.0459567303378578,0.1099115257060745,0.4758977542431055,-0.0365887703819274,0.1,1.4,-5.718303802001595e-05,0.0300586004420476,-0.0577102860660582,0.4758977542431055,0.0256513026052104,0.1178356713426853,0.0436613265112934,0.4671373275128785,0.7499999999999992,train,2
aluminum,2.0,7.0,DVP,7,0.100057903971354,0.2789697612001695,1.3212521629510658,-0.1065299188746139,0.1,1.4,-0.0001281686832361,0.0761577324712934,-0.0703619288964382,1.3212521629510658,-0.3110220440881763,0.0981963927855711,0.1004661881778201,1.3131246541482329,0.9444444444444456,train,5
aluminum,0.2,8.0,DVP,5,0.0133384373938007,0.0321326665715678,0.1546179094675767,-0.009461001155189,0.1,1.4,-6.637412480923255e-06,0.0098303780550728,-0.0083039987437925,0.1546179094675767,-0.3054108216432865,0.0953907815631262,0.0113108209257884,0.1515535477714131,0.8888888888888903,train,5
uric_acid,0.1,8.0,DVP,6,0.0079661630514233,0.0170404977630727,0.0872977301393768,-0.003860828122311,0.1,1.4,-7.000731362959865e-06,0.0060093578282793,-0.0071246127074281,0.0872977301393768,0.292184368737475,0.0869739478957916,0.0057360649942606,0.0844272082939425,0.5500000000000019,train,1
dopamine,2.0,6.5,DVP,1,0.0894046285119351,0.3016114062147111,1.716278319120247,-0.0854240303750022,0.1,1.4,-7.595044001335087e-06,0.1326547644439578,-0.1146047407612185,1.716278319120247,0.2276553106212424,0.0645290581162324,0.087108381775757,1.707713771513996,0.9166666666666652,train,0
dopamine,5.0,8.0,DVP,1,0.1899312874350356,0.6441314387674903,3.668918372709848,-0.1850152285961037,0.1,1.4,-2.093412940853512e-05,0.2957956005173756,-0.3501759801946693,3.668918372709848,0.1462925851703407,0.0645290581162325,0.1858588995538282,3.649758411291606,0.9166666666666686,train,0
uric_acid,0.1,8.0,DVP,8,0.0079878991366246,0.0169718557128584,0.0911820619808281,-0.0035267202211739,0.1,1.4,1.6141405526936462e-06,0.00559396658014,-0.0054290860283751,0.0911820619808281,0.3034068136272545,0.0841683366733466,0.0056041422827164,0.0882857713121185,0.8750000000000003,train,1
aluminum,0.5,7.5,DVP,1,0.0299524351146002,0.078118646263198,0.3651947910850752,-0.0244166657338643,0.1,1.4,6.431482750587931e-07,0.0253277734393348,-0.0306475027713643,0.3651947910850752,-0.3082164328657314,0.0981963927855711,0.0281541442519145,0.3608394003391155,0.9444444444444456,train,5
copper,0.5,7.0,DVP,9,0.02576749076496,0.0883057088565192,0.5397812258673843,-0.0240541001852604,0.1,1.4,0.0001066714956842,0.0488388187395871,-0.0427058862099461,0.5397812258673843,-0.0501002004008015,0.0561122244488977,0.023606494966893,0.5357193723060615,0.999999999999996,train,4
copper,2.0,6.0,DVP,9,0.0876571458921784,0.3127780704592721,1.901686360944537,-0.0895088648280009,0.1,1.4,0.0003668399581871,0.2024136318348725,-0.1460427182903745,1.901686360944537,-0.0613226452905811,0.0561122244488978,0.0837800804221258,1.8910767837759204,0.8181818181818156,train,4
dopamine,1.0,6.0,DVP,5,0.0489743524080294,0.1590907156706244,0.9144252467126176,-0.038563751146853,0.1,1.4,-4.285588003127428e-05,0.0748851011600451,-0.0698914487724148,0.9144252467126176,0.2585170340681363,0.0617234468937875,0.04460780229134,0.9064600307575646,0.8333333333333306,train,0
aluminum,1.0,7.5,DVP,8,0.0571873394869384,0.1499547714601892,0.692027657873194,-0.0462250024233418,0.1,1.4,-1.860112567723249e-05,0.047450180111966,-0.0440948632363732,0.692027657873194,-0.2997995991983967,0.101002004008016,0.0546093715643843,0.683439844325118,0.7142857142857142,train,5
ascorbic_acid,0.2,6.0,DVP,1,0.018842944315805,0.0431128136130518,0.196171287238857,-0.0120773836195766,0.1,1.4,2.228888262541695e-06,0.013058456879411,-0.0140516761528319,0.196171287238857,0.0845691382765531,0.1122244488977955,0.0167332003918173,0.1921878294410299,0.600000000000001,train,2
uric_acid,5.0,8.0,DVP,4,0.216862859634097,0.6215622693190185,3.1209564134087806,-0.1991884032369482,0.1,1.4,-2.0253754637198583e-05,0.188972654092053,-0.1750817543810017,3.1209564134087806,0.3006012024048096,0.0897795591182365,0.2133697875992629,3.098010995477768,0.7777777777777766,train,1
aluminum,0.5,8.0,DVP,1,0.0300658635480096,0.078424996151513,0.3684152371633197,-0.0245126800043927,0.1,1.4,6.302914000857804e-07,0.0238757536944782,-0.031202323127231,0.3684152371633197,-0.3082164328657314,0.0953907815631262,0.0276747073800363,0.3641036893849695,0.8888888888888882,train,5
ascorbic_acid,5.0,8.0,DVP,0,0.320906700200857,0.8211494472094434,3.8190786446567504,-0.3596463802341973,0.1,1.4,0.0001817633145759,0.2566683979950324,-0.2561351891111054,3.8190786446567504,0.0144288577154308,0.101002004008016,0.2964488371309473,3.778696826575757,0.8947368421052635,train,2
copper,0.5,6.5,DVP,7,0.024323522594371,0.0885938446501703,0.5343333607022128,-0.0254931974246924,0.1,1.4,-3.537819556665588e-05,0.045879915911595,-0.0493086354180257,0.5343333607022128,-0.0529058116232464,0.0561122244488978,0.0238324433996962,0.5323347122599134,1.0,train,4
aluminum,5.0,8.0,DVP,7,0.2072987626556877,0.5818431803854679,2.783690295828092,-0.2238118458243627,0.1,1.4,-0.0002717012673007,0.1588517050987708,-0.1467724298874293,2.783690295828092,-0.3110220440881763,0.0981963927855711,0.2095863945277407,2.768131330627816,0.7499999999999998,train,5
copper,1.0,6.0,DVP,4,0.0477411013695175,0.1679260268929449,1.0048123391363175,-0.0586417015972417,0.1,1.4,-2.7434098114906824e-06,0.1149782762675303,-0.0916261846112803,1.0048123391363175,-0.0613226452905811,0.0561122244488978,0.044992706612604,0.9998926343556316,0.8181818181818156,train,4
dopamine,2.0,6.5,DVP,3,0.0923101219130184,0.3001808096850674,1.7565460293518709,-0.0889822333366099,0.1,1.4,-0.0001520575467985,0.1527848561190533,-0.14717690799691,1.7565460293518709,0.2248496993987976,0.0617234468937875,0.0840510396526542,1.743124437050538,0.6923076923076927,train,0
uric_acid,0.1,7.5,DVP,0,0.0078576692453797,0.0169732310153335,0.0849774905874223,-0.0047521844952538,0.1,1.4,7.666609101573176e-06,0.0054171383706343,-0.0059574017745862,0.0849774905874223,0.3258517034068136,0.0869739478957916,0.0057057346683244,0.0822413221185609,0.8235294117647053,train,1
aluminum,0.2,7.5,DVP,6,0.0132958979426903,0.0318460767636742,0.1536158779412159,-0.009826701019583,0.1,1.4,-1.813791015658991e-05,0.0101396907181295,-0.0101331559879536,0.1536158779412159,-0.3110220440881763,0.0981963927855711,0.0113795820680087,0.1503431883909533,0.9444444444444436,train,5
ascorbic_acid,1.0,7.0,DVP,1,0.0828479415446509,0.2067712610255712,0.9085032921833625,-0.0627399208409836,0.1,1.4,-4.556770741595661e-06,0.0593099674400233,-0.0643652068189829,0.9085032921833625,0.0480961923847695,0.1122244488977955,0.0804130816205963,0.897867840473749,0.6666666666666689,train,2
aluminum,0.1,6.5,DVP,5,0.0073952003743581,0.0160169705104168,0.0746069466838711,-0.0042860822943247,0.1,1.4,-1.3477006264957097e-06,0.0048134549111637,-0.0052985674762475,0.0746069466838711,-0.3278557114228457,0.1038076152304609,0.0059310140449024,0.0723623014663914,0.7619047619047609,train,5
aluminum,5.0,7.5,DVP,3,0.2191360235334393,0.5811741495143763,2.6845340644252613,-0.2101780419116943,0.1,1.4,-0.0003324751956964,0.1891909232129978,-0.3173106750486619,2.6845340644252613,-0.3110220440881763,0.0981963927855711,0.2071963789527454,2.6486882658282465,0.9444444444444436,train,5
aluminum,2.0,8.0,DVP,6,0.1052264854449155,0.2789647089522484,1.330459391315072,-0.0928375625019442,0.1,1.4,-0.000188690130088,0.08236062888108,-0.092120447661589,1.330459391315072,-0.3110220440881763,0.1038076152304609,0.103436793597635,1.3131717715246147,0.6818181818181812,train,5
glucose,0.2,6.5,DVP,9,0.0154274635374895,0.0288972464500736,0.1189577732746501,-0.0075533586770847,0.1,1.4,4.126009123625768e-05,0.0082757971183091,-0.0083947894873717,0.1189577732746501,0.4885771543086171,0.1430861723446894,0.0127982546820478,0.1144002079230431,0.5937499999999977,train,3
glucose,10.0,6.0,DVP,4,0.36468930741168,0.79965182087091,3.2725749781263618,-0.276288657842115,0.1,1.4,4.613254904870368e-05,0.2440305016450584,-0.2290887805086162,3.2725749781263618,0.4997995991983969,0.1318637274549097,0.3360883819651453,3.2119807475808435,0.5666666666666679,train,3
uric_acid,10.0,7.5,DVP,5,0.3330262892999781,0.957312081221394,4.592161865155405,-0.2485092499649806,0.1,1.4,-0.0002845080775513,0.4779925427544189,-0.3273104907689317,4.592161865155405,0.3314629258517034,0.0869739478957916,0.3238112430851761,4.553496084159539,0.9374999999999966,train,1
aluminum,1.0,6.5,DVP,2,0.0555475434411932,0.1496131610911059,0.665824084668265,-0.046564048578659,0.1,1.4,-3.2286980467030185e-05,0.0490029885338873,-0.0437981758565805,0.665824084668265,-0.3250501002004007,0.1066132264529058,0.0564219334208148,0.6583365198069272,0.8095238095238101,train,5
uric_acid,0.2,8.0,DVP,5,0.0138339417551938,0.0340393629577897,0.174620886889526,-0.006866919776418,0.1,1.4,-6.37208295102027e-06,0.0127425399052829,-0.0102732144371082,0.174620886889526,0.2977955911823647,0.0869739478957916,0.0114733761342562,0.1710343451934619,0.722222222222224,train,1
glucose,0.1,8.0,DVP,4,0.0091404407542377,0.0144410691494817,0.0607602065238966,-0.0022517924149179,0.1,1.4,3.870900972517648e-06,0.0042960228711326,-0.0043368051187044,0.0607602065238966,0.4577154308617234,0.1346693386773547,0.0061310648290735,0.0570398704360383,0.7142857142857151,train,3
glucose,0.5,6.0,DVP,6,0.0338333943692106,0.0701170664534843,0.2835952846459662,-0.0194140623385473,0.1,1.4,-3.6529401196036566e-05,0.0235412478373438,-0.0170586884483974,0.2835952846459662,0.5194388777555111,0.1430861723446892,0.0310374186259528,0.2766161024166793,0.8888888888888856,train,3
ascorbic_acid,2.0,7.5,DVP,3,0.158083997621479,0.3902013850606619,1.746231789551068,-0.1317354938969908,0.1,1.4,-0.0002126010824269,0.1052889914618415,-0.2042694366661672,1.746231789551068,0.0284569138276553,0.1150300601202404,0.1530187948915587,1.7197853507370504,0.7083333333333346,train,2
ascorbic_acid,0.2,6.5,DVP,4,0.019212759465567,0.0444656449770408,0.1954556291867837,-0.0143009858649931,0.1,1.4,2.235018002610112e-06,0.0119047551520488,-0.0122510713876969,0.1954556291867837,0.0733466933867735,0.1206412825651302,0.0180064295390873,0.1917939827110514,0.8695652173913055,train,2
glucose,0.1,6.5,DVP,0,0.0089590779435817,0.0144696055908702,0.0596958212781687,-0.0045031392375307,0.1,1.4,8.44066089103183e-06,0.0038406992578425,-0.0048330858240928,0.0596958212781687,0.5110220440881764,0.1458917835671342,0.0064597151831776,0.0562195983730827,0.8571428571428575,train,3
dopamine,5.0,6.0,DVP,6,0.1832621391867492,0.6153815975431641,3.5857747068058514,-0.1751327877464531,0.1,1.4,-0.0003726983234222,0.291382844792561,-0.2720271142767008,3.5857747068058514,0.2529058116232465,0.0617234468937875,0.172637903655305,3.5633393941407947,0.8333333333333366,train,0
glucose,0.5,8.0,DVP,9,0.0346923874675994,0.0719629898060776,0.2854515216481663,-0.0221765182065244,0.1,1.4,9.268123438390592e-05,0.0203985693457075,-0.019670054629805,0.2854515216481663,0.4605210420841684,0.1402805611222444,0.0314643526810489,0.2783938713956647,0.8518518518518549,train,3
aluminum,2.0,8.0,DVP,1,0.1039476651430458,0.2808568288232687,1.3161879081612422,-0.0898725656621979,0.1,1.4,-8.12391309893358e-06,0.0854359682086753,-0.1116548657288517,1.3161879081612422,-0.3082164328657314,0.0953907815631262,0.0991567130849655,1.3046421911438644,0.8888888888888882,train,5
glucose,10.0,6.0,DVP,8,0.3656380621598107,0.8170651302765827,3.218348553136831,-0.2928087698331615,0.1,1.4,-3.875621902278348e-05,0.2413888645050399,-0.2174753164660503,3.218348553136831,0.5110220440881764,0.1430861723446892,0.3632791827300909,3.173219722814886,0.8888888888888912,train,3
glucose,5.0,6.0,DVP,5,0.2351917163174609,0.5257303342022722,2.1079706346789417,-0.1551517395050153,0.1,1.4,-0.0001139672623533,0.1496901833196477,-0.1144469415483147,2.1079706346789417,0.5054108216432865,0.1402805611222444,0.2304225763760023,2.075988367845485,0.7857142857142849,train,3
glucose,0.2,6.0,DVP,1,0.0152000707889324,0.0287518961960524,0.1139736278293026,-0.0072936100594484,0.1,1.4,5.485969438388262e-06,0.0085669156176545,-0.0079562123693868,0.1139736278293026,0.5306613226452906,0.1486973947895791,0.013078150024584,0.1101729850909835,0.7096774193548377,train,3
ascorbic_acid,0.2,7.5,DVP,3,0.0198234341892638,0.0446081495491503,0.2013987275777347,-0.0139053560713759,0.1,1.4,-2.0950610535255986e-05,0.0120598109587206,-0.023543122165553,0.2013987275777347,0.0284569138276553,0.1150300601202404,0.0175077142104907,0.1967774224185092,0.7083333333333346,train,2
uric_acid,0.2,6.5,DVP,2,0.0133192846709212,0.0334838723853116,0.1690364097060447,-0.008128977426255,0.1,1.4,-3.4558696001846384e-06,0.0122185530697868,-0.0109496970151213,0.1690364097060447,0.3763527054108216,0.0869739478957916,0.0112890586791869,0.165765087581991,0.8235294117647053,train,1
aluminum,2.0,7.5,DVP,3,0.1065670614170258,0.2806433106404135,1.2969728059000545,-0.101046956379867,0.1,1.4,-0.0001585427640692,0.0913661264393966,-0.1532924651190585,1.2969728059000545,-0.3110220440881763,0.0981963927855711,0.1000339048097625,1.2787830292273754,0.9444444444444436,train,5
ascorbic_acid,0.5,6.5,DVP,6,0.0440234887519965,0.1072314141248441,0.4790164569663476,-0.0302729232229351,0.1,1.4,-6.610715644400911e-05,0.0351266348939647,-0.0295534067302006,0.4790164569663476,0.0789579158316633,0.1150300601202405,0.0420751882943,0.4713247321167649,0.9523809523809534,train,2
aluminum,10.0,8.0,DVP,0,0.3325666298227536,0.9067764731317186,4.199466110680649,-0.4180716453476269,0.1,1.4,0.0002101791016037,0.2625886507583319,-0.2740267098118914,4.199466110680649,-0.3082164328657314,0.0981963927855711,0.3263863237621627,4.162858253324519,0.8421052631578941,train,5
aluminum,1.0,6.5,DVP,4,0.0565638778753097,0.1500181033959248,0.6965117008610335,-0.0550854958296484,0.1,1.4,-2.33924101151637e-06,0.0513296102002845,-0.0446568709704464,0.6965117008610335,-0.3278557114228457,0.101002004008016,0.0547832595407156,0.6889277904650928,0.7999999999999996,train,5
uric_acid,0.2,7.5,DVP,3,0.0139299158255883,0.0337597046295698,0.1765117002140414,-0.0089846473910404,0.1,1.4,-1.417913630324046e-05,0.0116780212095999,-0.0171576248313756,0.1765117002140414,0.3230460921843687,0.0869739478957916,0.011361958672617,0.1727404553416829,0.722222222222224,train,1
ascorbic_acid,10.0,8.0,DVP,8,0.5039574531357031,1.2761624597769388,5.612611127826398,-0.3832431414091972,0.1,1.4,-0.0001783295837025,0.4419884836847729,-0.3572504800604434,5.612611127826398,0.0060120240480961,0.1206412825651302,0.5172475554566334,5.554285594612797,0.6538461538461542,train,2
glucose,1.0,7.5,DVP,5,0.0640471443835259,0.1379805723708768,0.5508019038540275,-0.0378001121940195,0.1,1.4,-3.4207527523409666e-05,0.0388246970827627,-0.0370141827938314,0.5508019038540275,0.4829659318637275,0.1486973947895791,0.0627425227155842,0.5400172509338461,0.9629629629629608,train,3
ascorbic_acid,5.0,7.5,DVP,5,0.3203741886457995,0.81667316399391,3.612287285779865,-0.2467965072108711,0.1,1.4,-0.0002498825717293,0.2562110334577719,-0.1944686703313507,3.612287285779865,0.0312625250501001,0.1122244488977955,0.3171562548695531,3.575508061097636,0.7391304347826093,train,2
aluminum,10.0,7.0,DVP,5,0.3329535405945019,0.8935367427049099,4.101043389079756,-0.2877918314316002,0.1,1.4,-0.0002911423361048,0.2636780883920021,-0.269956932459841,4.101043389079756,-0.3054108216432865,0.1038076152304609,0.3323085567794092,4.056669942327908,0.7619047619047609,train,5
copper,0.5,6.5,DVP,1,0.0252405985127374,0.0875449188836253,0.5286931434550474,-0.0259592776924446,0.1,1.4,4.3653882668210493e-07,0.0464642750560912,-0.0497450806972556,0.5286931434550474,-0.0501002004008015,0.0561122244488978,0.0234073880596746,0.5249597914449488,0.8181818181818156,train,4
ascorbic_acid,0.1,6.0,DVP,7,0.0102530601007499,0.0218656503959591,0.0990018824681834,-0.0049430007116526,0.1,1.4,-6.036050933807546e-06,0.0059155403005825,-0.0063657853191852,0.0990018824681834,0.087374749498998,0.1094188376753507,0.0083810166687796,0.0965310169918379,0.6956521739130451,train,2
glucose,5.0,6.5,DVP,1,0.2345480417321202,0.5267829665009961,2.0714805381690145,-0.1628176493742601,0.1,1.4,2.0242957858856936e-05,0.1565080527963931,-0.1494512906750457,2.0714805381690145,0.4969939879759518,0.1486973947895793,0.2397906563599122,2.0467786244667394,0.8275862068965505,train,3
dopamine,0.2,7.5,DVP,8,0.0124179843289333,0.0352124358533231,0.2054477877428597,-0.0093809751664347,0.1,1.4,-7.313347355718744e-07,0.0163759344677826,-0.0145625293095603,0.2054477877428597,0.1715430861723447,0.0645290581162324,0.0101555190844832,0.2020307071481358,0.769230769230771,train,0
