substance,concentration,ph,method,seed,meanCurrent,stdCurrent,maxCurrent,minCurrent,meanVoltage,voltageRange,meanGradient,maxGradient,minGradient,peakCurrent,peakPotential,peakWidth,peakArea,peakProminence,peakSymmetry
dopamine,0.1,6.5,DVP,5,0.007097529676296101,0.017158582293783392,0.10067548602560222,-0.003287184936755683,0.10000000000000003,1.4,-1.13225729460735e-06,0.008604340517236561,-0.007455083179426699,0.10067548602560222,0.23046092184368738,0.061723446893787504,0.004819804190599472,0.09805769053046176,1.0
dopamine,0.1,6.5,DVP,6,0.007099687717451337,0.01720211757674808,0.10034857045447179,-0.0037453976372152126,0.10000000000000003,1.4,-6.740485047436327e-06,0.0078006207659104265,-0.007751387104734445,0.10034857045447179,0.22765531062124245,0.06452905811623244,0.004960373038417801,0.09756757488127758,0.9166666666666653
dopamine,0.1,6.5,DVP,7,0.006854911563731977,0.017402871942521336,0.10047637848730778,-0.004089270534260163,0.10000000000000003,1.4,-3.4138260226087897e-06,0.007823421203309245,-0.007238685812778402,0.10047637848730778,0.22484969939879762,0.06452905811623244,0.005034434666164468,0.09824507556233997,0.769230769230771
dopamine,0.1,6.5,DVP,8,0.0071209111352543595,0.01717662526601487,0.10219654527958541,-0.0033843099183266316,0.10000000000000003,1.4,1.6711964624634076e-06,0.008756552118822744,-0.007699586304649009,0.10219654527958541,0.22765531062124245,0.05891783567134268,0.0046903595020267716,0.09945454329604134,0.9090909090909042
dopamine,0.1,6.5,DVP,9,0.007104828102249021,0.017195548793631565,0.10254764501997873,-0.0035338412788249855,0.10000000000000003,1.4,2.332044089241026e-05,0.009745160634688332,-0.007849454861963784,0.10254764501997873,0.22765531062124245,0.06452905811623244,0.00495396362524457,0.09976922652024384,0.9166666666666653
dopamine,0.1,7.0,DVP,0,0.007108606766987502,0.017327427720036148,0.10132749652909159,-0.004737963188429143,0.10000000000000003,1.4,7.659631283028462e-06,0.008584384857597896,-0.007802789622852507,0.10132749652909159,0.19959919839679363,0.06452905811623255,0.004996788564910672,0.09870635780003713,0.9166666666666686
dopamine,0.1,7.0,DVP,1,0.007091832114981895,0.017453798104695592,0.10193931518417838,-0.003745954572933763,0.10000000000000003,1.4,3.344786510601617e-06,0.008614789973075507,-0.007262727998552723,0.10193931518417838,0.19959919839679363,0.061723446893787615,0.004905368023972028,0.09940603475436158,0.8333333333333339
dopamine,0.1,7.0,DVP,2,0.007058314831355824,0.017455298290311897,0.10020996433010375,-0.003578693503323868,0.10000000000000003,1.4,1.6374798392737763e-07,0.007704397415436694,-0.007978239812030816,0.10020996433010375,0.19959919839679363,0.06452905811623255,0.0050383266144209205,0.09779685638275773,0.9166666666666686
dopamine,0.1,7.0,DVP,3,0.007263842323858281,0.01752470979219873,0.10359616593850027,-0.003828377526569028,0.10000000000000003,1.4,-5.207642234096034e-06,0.00892205554923145,-0.008765155836545437,0.10359616593850027,0.20240480961923846,0.061723446893787615,0.004931054280649745,0.1008694589013037,0.9999999999999964
dopamine,0.1,7.0,DVP,4,0.007166592265475744,0.017612983470369974,0.10318318781337917,-0.004462997612440726,0.10000000000000003,1.4,3.3542965642808033e-06,0.00903772029726127,-0.007570525062506685,0.10318318781337917,0.19959919839679363,0.06452905811623255,0.005086037025744844,0.10058523602289728,0.9166666666666686
dopamine,0.1,7.0,DVP,5,0.007162060959155014,0.017401525390894384,0.10177273729224563,-0.003599557466187807,0.10000000000000003,1.4,-1.1991508169936433e-06,0.007946458019148422,-0.007836055011589162,0.10177273729224563,0.20240480961923846,0.06452905811623255,0.005020124007611389,0.09920219363998382,0.9166666666666686
dopamine,0.1,7.0,DVP,6,0.00716424694730676,0.01742664040580665,0.10402807153878917,-0.0038072812360150786,0.10000000000000003,1.4,-6.880006063993954e-06,0.008579072630160837,-0.007817897842364852,0.10402807153878917,0.19959919839679363,0.06452905811623255,0.005015680533626175,0.10125052450118788,0.9166666666666686
dopamine,0.1,7.0,DVP,7,0.006916300901161297,0.017602691071561496,0.10251359245092127,-0.004132782472593866,0.10000000000000003,1.4,-3.510266244379923e-06,0.008949773823622807,-0.00674349584579511,0.10251359245092127,0.1967935871743487,0.06452905811623255,0.005076415402251943,0.10030528373015773,0.7692307692307687
dopamine,0.1,7.0,DVP,8,0.007185745211945664,0.017510177365256722,0.10366931348568291,-0.003460657704953829,0.10000000000000003,1.4,1.6406081385060798e-06,0.007990095217683936,-0.00880315837713147,0.10366931348568291,0.1967935871743487,0.06452905811623255,0.00505693685817675,0.10092164007605865,0.7692307692307687
dopamine,0.1,7.0,DVP,9,0.0071694539009535315,0.017422062623638504,0.10246394839850148,-0.003476411525836812,0.10000000000000003,1.4,2.357021393089169e-05,0.008029831205109916,-0.0073818719765156825,0.10246394839850148,0.19959919839679363,0.061723446893787615,0.004867776268528204,0.09970803719714878,0.8333333333333339
dopamine,0.1,7.5,DVP,0,0.007172471385123486,0.017601100643440705,0.10231552705484048,-0.004829277568580237,0.10000000000000003,1.4,7.704426416528662e-06,0.010295897532394911,-0.008434016689792503,0.10231552705484048,0.1715430861723447,0.06452905811623244,0.005067122751188149,0.09968404969108641,0.9166666666666653
dopamine,0.1,7.5,DVP,1,0.007155489525976428,0.01765545788467179,0.10485367144568775,-0.003809442992087704,0.10000000000000003,1.4,3.33628297353619e-06,0.00810665303219001,-0.007347572658549937,0.10485367144568775,0.16593186372745494,0.061723446893787615,0.004969679687462772,0.1023121649868683,0.5714285714285726
dopamine,0.1,7.5,DVP,2,0.007121558223595926,0.017655204941755258,0.10363089863884127,-0.0036358663602596994,0.10000000000000003,1.4,1.1595099983618962e-07,0.007148909410850383,-0.008776529943999758,0.10363089863884127,0.17434869739478953,0.061723446893787615,0.004942890274818126,0.10114990245430716,0.9999999999999964
dopamine,0.1,7.5,DVP,3,0.007329624473039319,0.017864945973048846,0.10470495177932743,-0.00388822459733073,0.10000000000000003,1.4,-5.321788756307197e-06,0.007615268637276025,-0.008805149792111094,0.10470495177932743,0.17715430861723447,0.06452905811623244,0.005157270784640773,0.10199195858375366,0.769230769230771
dopamine,0.1,7.5,DVP,4,0.007231173143441341,0.01783349749148978,0.1052423235621188,-0.004560755542874481,0.10000000000000003,1.4,3.3459104991627596e-06,0.009617863796699395,-0.0073760088425009335,0.1052423235621188,0.17434869739478953,0.061723446893787615,0.005002320459999426,0.10264078118326667,0.9999999999999964
dopamine,0.1,7.5,DVP,5,0.007226585864631319,0.017719296984542877,0.10266626345292032,-0.0037002430569375573,0.10000000000000003,1.4,-1.2637828665473787e-06,0.008585459085513072,-0.008366014805071875,0.10266626345292032,0.16873747494989977,0.06452905811623244,0.005107184898164376,0.10009362370131587,0.7692307692307657
dopamine,0.1,7.5,DVP,6,0.00722879885497399,0.017685028491002792,0.10406493827693912,-0.0038670727327327985,0.10000000000000003,1.4,-7.014810286200533e-06,0.007989358345050268,-0.00830458407333707,0.10406493827693912,0.17434869739478953,0.06452905811623244,0.0050974820553813934,0.10130096212173749,0.9166666666666653
dopamine,0.1,7.5,DVP,7,0.006977790081122539,0.0177990806458849,0.10383824077647072,-0.0034043847919332307,0.10000000000000003,1.4,-3.6034461064970557e-06,0.007504805593828115,-0.0073678187588604935,0.10383824077647072,0.1715430861723447,0.06733466933867727,0.005270629489078895,0.10167555978548908,0.8461538461538464
dopamine,0.1,7.5,DVP,8,0.007250562674687329,0.01771722682919728,0.10444344056991815,-0.0035344243979396144,0.10000000000000003,1.4,1.611053915626933e-06,0.008261016578352435,-0.0073635445889933815,0.10444344056991815,0.1715430861723447,0.06452905811623244,0.0051090593272215155,0.10169960968803386,0.769230769230771
dopamine,0.1,7.5,DVP,9,0.007234070126973265,0.017780982624525533,0.1048787301748355,-0.002979865304725012,0.10000000000000003,1.4,2.381154287911327e-05,0.007608224430166493,-0.009390884799308132,0.1048787301748355,0.16873747494989977,0.061723446893787504,0.004974951896232887,0.10218052962402932,0.8333333333333306
dopamine,0.1,8.0,DVP,0,0.007236301403229772,0.017919488721875317,0.10505084887986248,-0.004925201684628169,0.10000000000000003,1.4,7.751482899605554e-06,0.008926821229871033,-0.008351327372300647,0.10505084887986248,0.14348697394789578,0.061723446893787615,0.005026344026998764,0.10243555229152754,0.8333333333333339
dopamine,0.1,8.0,DVP,1,0.007219101876702728,0.01785133260303801,0.1037235485423707,-0.0038761364359521377,0.10000000000000003,1.4,3.3273501605999184e-06,0.008230541336287242,-0.00979980105978634,0.1037235485423707,0.14629258517034072,0.06452905811623255,0.005148949407343197,0.10118198829403753,0.9166666666666686
dopamine,0.1,8.0,DVP,2,0.00718473565505781,0.017825670224358863,0.102736406089745,-0.003695925419461876,0.10000000000000003,1.4,6.574112663639344e-08,0.009271131924731155,-0.00802393033959024,0.102736406089745,0.14629258517034072,0.06452905811623255,0.005160335726697612,0.1003074491507087,0.9166666666666686
dopamine,0.1,8.0,DVP,3,0.007395468823063397,0.018131217153719934,0.10601912523560589,-0.0040922053334899984,0.10000000000000003,1.4,-5.4416976274502885e-06,0.008067445070096515,-0.008918223807237299,0.10601912523560589,0.14629258517034072,0.06452905811623255,0.005223894390757228,0.1032962571608507,0.9166666666666686
dopamine,0.1,8.0,DVP,4,0.007295755579632303,0.018115259954701552,0.10912018331085516,-0.004640318353713351,0.10000000000000003,1.4,3.3371010883970627e-06,0.008057711634828529,-0.00752708872247081,0.10912018331085516,0.14629258517034072,0.061723446893787615,0.005078990905065591,0.10661318200408622,0.9999999999999964
dopamine,0.1,8.0,DVP,5,0.007291109502727723,0.018030515913099603,0.10591151517318147,-0.003770191064395293,0.10000000000000003,1.4,-1.3316776736035132e-06,0.00757617691152471,-0.007884373914770149,0.10591151517318147,0.14629258517034072,0.061723446893787615,0.005080320943997003,0.10336703714522447,0.9999999999999964
dopamine,0.1,8.0,DVP,6,0.007293350858386916,0.017964740389279494,0.10414602129924097,-0.0039298826259866314,0.10000000000000003,1.4,-7.156419700109888e-06,0.00796548499051409,-0.007978157720253572,0.10414602129924097,0.14909819639278554,0.061723446893787615,0.005033343759121597,0.1013736351155676,0.8333333333333339
dopamine,0.1,8.0,DVP,7,0.007039124744096791,0.01802177547349843,0.10480799731389953,-0.003466296010385137,0.10000000000000003,1.4,-3.7013298778402273e-06,0.009331253343688983,-0.009404356915700046,0.10480799731389953,0.14909819639278554,0.061723446893787615,0.005079779996432772,0.10259978501387246,0.8333333333333339
dopamine,0.1,8.0,DVP,8,0.007315393638935725,0.017901144691809475,0.10416270540888836,-0.00361191498383345,0.10000000000000003,1.4,1.5800077353815417e-06,0.008183728937002782,-0.006938978906751096,0.10416270540888836,0.14909819639278554,0.06452905811623255,0.005160732474621916,0.10145955747698494,0.9166666666666686
dopamine,0.1,8.0,DVP,9,0.00729868969566013,0.01812816118784212,0.10648328805444586,-0.003049911169549609,0.10000000000000003,1.4,2.4065054604173702e-05,0.009135403114451678,-0.00783758668212024,0.10648328805444586,0.14629258517034072,0.061723446893787615,0.005097863291104471,0.10374540136213126,0.9999999999999964
dopamine,0.2,6.0,DVP,0,0.011884206817664188,0.03378980976046681,0.19412550552695249,-0.01152033249374456,0.10000000000000003,1.4,1.0986786742843043e-05,0.01590009798609192,-0.014904111460280936,0.19412550552695249,0.25290581162324655,0.06452905811623244,0.00976454389514371,0.1912535497551354,0.769230769230771
dopamine,0.2,6.0,DVP,1,0.011852041869478566,0.03388357517476611,0.19766260796259125,-0.008461552538995616,0.10000000000000003,1.4,2.7131868799226714e-06,0.017609274943510486,-0.014968553396877068,0.19766260796259125,0.2585170340681363,0.061723446893787504,0.009526981422520186,0.19472000655114896,0.8333333333333306
dopamine,0.2,6.0,DVP,2,0.0117877733713425,0.034034206749561244,0.19875720994870316,-0.007825203520006412,0.10000000000000003,1.4,-3.3863697220714446e-06,0.01723009116832465,-0.014671095191410723,0.19875720994870316,0.25571142284569137,0.061723446893787504,0.009533909544174442,0.19594592440646613,1.0
dopamine,0.2,6.0,DVP,3,0.012181866861022843,0.0336317062442829,0.1921557722456918,-0.00869845080945273,0.10000000000000003,1.4,-1.3685867320575952e-05,0.016162722659549537,-0.016692472365302677,0.1921557722456918,0.26132264529058113,0.06733466933867738,0.009952612555626121,0.18879513733289538,0.7142857142857151
dopamine,0.2,6.0,DVP,4,0.01199539246573418,0.03386762181056709,0.19784354215099342,-0.008278807867313824,0.10000000000000003,1.4,2.7314221544149224e-06,0.015132035447786144,-0.013477711620423723,0.19784354215099342,0.25290581162324655,0.061723446893787504,0.009484014860616168,0.1949293438747679,0.8333333333333366
dopamine,0.2,6.0,DVP,5,0.011986703806620966,0.033729856508046455,0.19566511056071417,-0.006543389364425866,0.10000000000000003,1.4,-5.999691852344113e-06,0.015934023168408577,-0.014900556755876745,0.19566511056071417,0.2585170340681363,0.061723446893787504,0.00945872653851352,0.1923282235168659,0.8333333333333306
dopamine,0.2,6.0,DVP,6,0.011990895380646568,0.03380431058657603,0.1991848074774215,-0.008248290542392898,0.10000000000000003,1.4,-1.6892580396841353e-05,0.016100889170393165,-0.015041184625961851,0.1991848074774215,0.25290581162324655,0.061723446893787504,0.009485226701568412,0.1959661436146806,0.8333333333333366
dopamine,0.2,6.0,DVP,7,0.011515465444786576,0.03407366770384105,0.1996983341875317,-0.009823614872879152,0.10000000000000003,1.4,-1.0431194094419314e-05,0.015107981035511621,-0.01406352165588079,0.1996983341875317,0.25571142284569137,0.061723446893787504,0.009572286030345602,0.19745308967958367,1.0
dopamine,0.2,6.0,DVP,8,0.0120321177301749,0.033425590214097564,0.19665760101787763,-0.008939673752958243,0.10000000000000003,1.4,-5.545297331667476e-07,0.015580893810279328,-0.013727391596329623,0.19665760101787763,0.25571142284569137,0.061723446893787504,0.009385919547754015,0.193421808083467,1.0
dopamine,0.2,6.0,DVP,9,0.012000879575501841,0.033818774896831834,0.19549042101672282,-0.008722450926587648,0.10000000000000003,1.4,4.149490496196145e-05,0.017410692560195104,-0.01475270918343792,0.19549042101672282,0.2585170340681363,0.06452905811623244,0.009728486922628041,0.192103750554284,0.9166666666666653
dopamine,0.2,6.5,DVP,0,0.012010886710108255,0.03413476737981098,0.19851635096102968,-0.011708419931612342,0.10000000000000003,1.4,1.1079054815791227e-05,0.016549131729800534,-0.019013181119333908,0.19851635096102968,0.22765531062124245,0.06452905811623244,0.009839022208315468,0.19556053582361968,0.9166666666666653
dopamine,0.2,6.5,DVP,1,0.011978294961014836,0.034343700873945796,0.1974132030281046,-0.00859232464819881,0.10000000000000003,1.4,2.695671473293403e-06,0.015154209501813606,-0.013104786519706368,0.1974132030281046,0.22765531062124245,0.06452905811623244,0.009913226495360831,0.19448420706715874,0.9166666666666653
dopamine,0.2,6.5,DVP,2,0.011913173675764393,0.03441880307385198,0.19744276059352542,-0.007942966967109142,0.10000000000000003,1.4,-3.484820943671429e-06,0.016697857476818033,-0.015551475957150118,0.19744276059352542,0.22765531062124245,0.06452905811623244,0.009928716755458108,0.1946269539206824,0.9166666666666653
dopamine,0.2,6.5,DVP,3,0.012312496443545292,0.034180000502985974,0.20205964859567146,-0.008834866370270018,0.10000000000000003,1.4,-1.3920983923992494e-05,0.017478581761509016,-0.016914187223575475,0.20205964859567146,0.22484969939879762,0.061723446893787504,0.009571942906789824,0.19868809131370802,0.6923076923076927
dopamine,0.2,6.5,DVP,4,0.01212354769509645,0.0345180057219373,0.20019891287698124,-0.009723835845719644,0.10000000000000003,1.4,2.7141487140298442e-06,0.015818590461043433,-0.014052792813957833,0.20019891287698124,0.22484969939879762,0.06452905811623244,0.009969376136808598,0.19733214139107347,0.769230769230771
dopamine,0.2,6.5,DVP,5,0.012114743745028132,0.034142363352461486,0.19813493371509078,-0.007895637179379114,0.10000000000000003,1.4,-6.132819587368877e-06,0.01704963088336188,-0.014738756036490316,0.19813493371509078,0.23046092184368738,0.061723446893787504,0.009586118548820521,0.1949080260384427,1.0
dopamine,0.2,6.5,DVP,6,0.012118990937598152,0.034231664264054,0.19749377893556525,-0.008371447808590265,0.10000000000000003,1.4,-1.7170247295818646e-05,0.015466291439750056,-0.01534544075806895,0.19749377893556525,0.22765531062124245,0.06452905811623244,0.009886209569230432,0.19426315247164352,0.9166666666666653
dopamine,0.2,6.5,DVP,7,0.01163725245968648,0.03462830258922123,0.19772924308532208,-0.009979998871179811,0.10000000000000003,1.4,-1.062312401276829e-05,0.015512721033497628,-0.014334699376475982,0.19772924308532208,0.22484969939879762,0.06452905811623244,0.01002240465882875,0.19543224299442233,0.769230769230771
dopamine,0.2,6.5,DVP,8,0.012160760271878289,0.03417996353210664,0.20113073689058728,-0.00909161683422012,0.10000000000000003,1.4,-6.154048992722399e-07,0.017349195134839956,-0.015236383354600355,0.20113073689058728,0.22765531062124245,0.061723446893787615,0.009602570884043161,0.1977024359451729,0.9999999999999964
dopamine,0.2,6.5,DVP,9,0.012129107614041871,0.034218397667744885,0.20182172844332727,-0.008861940267926964,0.10000000000000003,1.4,4.199198924900602e-05,0.01929367941925489,-0.015538445719467414,0.20182172844332727,0.22765531062124245,0.06452905811623244,0.009860366375950749,0.19839116590187106,0.9166666666666653
dopamine,0.2,7.0,DVP,0,0.01213761162480795,0.03446545644759266,0.19937254169218513,-0.011890931705154373,0.10000000000000003,1.4,1.1168587693829102e-05,0.017007052170947556,-0.01540728819634267,0.19937254169218513,0.19959919839679363,0.06452905811623255,0.009946637512225543,0.19633316746541285,0.9166666666666686
dopamine,0.2,7.0,DVP,1,0.012104605726893564,0.03471271482911063,0.20057635945634283,-0.008719220148775967,0.10000000000000003,1.4,2.6786752934078035e-06,0.017059942226436142,-0.014367450440555186,0.20057635945634283,0.19959919839679363,0.061723446893787615,0.00975534542361082,0.1975787717757092,0.8333333333333339
dopamine,0.2,7.0,DVP,2,0.012038656934551405,0.0347170651300764,0.1971736791665419,-0.008057239434387107,0.10000000000000003,1.4,-3.5803536770920645e-06,0.015275584020537747,-0.01579002727100006,0.1971736791665419,0.19959919839679363,0.06452905811623255,0.010013742031927536,0.1943169702506728,0.9166666666666686
dopamine,0.2,7.0,DVP,3,0.012443053963704015,0.034850477476122264,0.20383801103415664,-0.00896723802797209,0.10000000000000003,1.4,-1.4149130730420341e-05,0.017675758752009878,-0.017334917901593395,0.20383801103415664,0.20240480961923846,0.061723446893787615,0.00981623294615188,0.20062747258400127,0.9999999999999964
dopamine,0.2,7.0,DVP,4,0.012251704211824251,0.03502229160643152,0.2030238101101138,-0.01021729488239866,0.10000000000000003,1.4,2.6973873275406405e-06,0.017901177266636432,-0.014984355793948433,0.2030238101101138,0.19959919839679363,0.06452905811623255,0.010126057272416084,0.20008916372238703,0.9166666666666686
dopamine,0.2,7.0,DVP,5,0.012242788388486105,0.034605888300829855,0.20025022276097304,-0.008511987767825349,0.10000000000000003,1.4,-6.2620008835917765e-06,0.015743007285019282,-0.0155068139879962,0.20025022276097304,0.20240480961923846,0.06452905811623255,0.009985223952345365,0.19719683060620158,0.9166666666666686
dopamine,0.2,7.0,DVP,6,0.012247089550844312,0.0346590458600102,0.20468620799360432,-0.008490954200580518,0.10000000000000003,1.4,-1.7439683036773853e-05,0.016998739584237456,-0.01546606419692121,0.20468620799360432,0.19959919839679363,0.06452905811623255,0.00999057786257533,0.20144397322533378,0.9166666666666686
dopamine,0.2,7.0,DVP,7,0.011759229541312194,0.03500732240448099,0.20168494691996283,-0.0100621526974628,0.10000000000000003,1.4,-1.0809364360293616e-05,0.01772599351814398,-0.0133615130559488,0.20168494691996283,0.1967935871743487,0.06452905811623255,0.010099503769122472,0.19939884792984364,0.7692307692307687
dopamine,0.2,7.0,DVP,8,0.012289389655059352,0.034821374803789246,0.20395895000974995,-0.009239055714524505,0.10000000000000003,1.4,-6.744754818508239e-07,0.01583078937621807,-0.01741314159482004,0.20395895000974995,0.1967935871743487,0.06452905811623255,0.010055232869633488,0.20051946800822118,0.7692307692307687
dopamine,0.2,7.0,DVP,9,0.012257334781592041,0.034649683749464005,0.20160863066582355,-0.008744199339808528,0.10000000000000003,1.4,4.247433796860604e-05,0.01590705282609653,-0.014616610624749636,0.20160863066582355,0.19959919839679363,0.061723446893787615,0.009686703243782726,0.19825924212882715,0.8333333333333339
dopamine,0.2,7.5,DVP,0,0.012264373124674502,0.034987221284340154,0.20126202823708988,-0.012066611083719769,0.10000000000000003,1.4,1.125476887584061e-05,0.020368948118980046,-0.016683087501475832,0.20126202823708988,0.1715430861723447,0.06452905811623244,0.010077769165258332,0.1981472263301237,0.9166666666666653
dopamine,0.2,7.5,DVP,1,0.012230968581751694,0.035093173348929245,0.2061796924450415,-0.00884136526989061,0.10000000000000003,1.4,2.6623153717307403e-06,0.016072290228430104,-0.014546108219149562,0.2061796924450415,0.16593186372745494,0.061723446893787615,0.009876527579001553,0.20313522488350233,0.5714285714285726
dopamine,0.2,7.5,DVP,2,0.012164223260348368,0.035094069123230404,0.20385519724978374,-0.008167234070069633,0.10000000000000003,1.4,-3.672310107706165e-06,0.014178595291685345,-0.017350695154580043,0.20385519724978374,0.17434869739478953,0.061723446893787615,0.009825486202373257,0.2009565762954705,0.9999999999999964
dopamine,0.2,7.5,DVP,3,0.012573504594042877,0.03550312368338338,0.20595539338010566,-0.009094654304267362,0.10000000000000003,1.4,-1.4368736777729374e-05,0.0150905885528086,-0.017336417976593098,0.20595539338010566,0.17715430861723447,0.06452905811623244,0.010258799222648829,0.20273761914499086,0.769230769230771
dopamine,0.2,7.5,DVP,4,0.012379843721173537,0.03543986128751445,0.20702498640834224,-0.010406817744266108,0.10000000000000003,1.4,2.6812534096833823e-06,0.01904214073596542,-0.01460653136885598,0.20702498640834224,0.17434869739478953,0.061723446893787615,0.009953969675967105,0.2040768535697621,0.9999999999999964
dopamine,0.2,7.5,DVP,5,0.012370820212582316,0.03521433927431421,0.20192506983748015,-0.008707957079749903,0.10000000000000003,1.4,-6.3863462307564355e-06,0.017010940101494426,-0.016552877131779373,0.20192506983748015,0.16873747494989977,0.06452905811623244,0.010155264081107212,0.19890570142834738,0.7692307692307657
dopamine,0.2,7.5,DVP,6,0.012375173324349958,0.03515086947102472,0.2047089845527807,-0.00860598682708998,0.10000000000000003,1.4,-1.769903235224915e-05,0.01583181902024125,-0.016423647616214933,0.2047089845527807,0.17434869739478953,0.06452905811623244,0.010146518456985464,0.2014657108599644,0.9166666666666653
dopamine,0.2,7.5,DVP,7,0.011881420944971898,0.0353775220314382,0.20425731605763237,-0.00807549519383899,0.10000000000000003,1.4,-1.0988632732311934e-05,0.014878668777008275,-0.01458096261423418,0.20425731605763237,0.1715430861723447,0.06733466933867727,0.010475874888641394,0.20198016308668384,0.8461538461538464
dopamine,0.2,7.5,DVP,8,0.012417984328933318,0.03521243585332312,0.2054477877428597,-0.009380975166434753,0.10000000000000003,1.4,-7.313347355718744e-07,0.01637593446778264,-0.01456252930956034,0.2054477877428597,0.1715430861723447,0.06452905811623244,0.010155519084483238,0.2020307071481358,0.769230769230771
