sample_id,method,mixture_size,combination_id,combination,pH,seed,dopamine_concentration,uric_acid_concentration,ascorbic_acid_concentration,glucose_concentration,copper_concentration,aluminum_concentration
35,DPV,1,1,uric_acid,8.0,1000077,0.0,1.0,0.0,0.0,0.0,0.0
36,DPV,1,1,uric_acid,7.0,1000078,0.0,5.0,0.0,0.0,0.0,0.0
37,DPV,1,1,uric_acid,6.5,1000079,0.0,2.0,0.0,0.0,0.0,0.0
38,DPV,1,1,uric_acid,7.5,1000080,0.0,1.0,0.0,0.0,0.0,0.0
39,DPV,1,1,uric_acid,7.0,1000081,0.0,5.0,0.0,0.0,0.0,0.0
40,DPV,1,1,uric_acid,6.0,1000082,0.0,0.1,0.0,0.0,0.0,0.0
41,DPV,1,2,ascorbic_acid,7.5,1000083,0.0,0.0,5.0,0.0,0.0,0.0
42,DPV,1,2,ascorbic_acid,7.0,1000084,0.0,0.0,0.5,0.0,0.0,0.0
43,DPV,1,2,ascorbic_acid,7.5,1000085,0.0,0.0,1.0,0.0,0.0,0.0
44,DPV,1,2,ascorbic_acid,8.0,1000086,0.0,0.0,1.0,0.0,0.0,0.0
45,DPV,1,2,ascorbic_acid,7.5,1000087,0.0,0.0,5.0,0.0,0.0,0.0
46,DPV,1,2,ascorbic_acid,7.5,1000088,0.0,0.0,0.5,0.0,0.0,0.0
47,DPV,1,2,ascorbic_acid,6.5,1000089,0.0,0.0,0.2,0.0,0.0,0.0
48,DPV,1,2,ascorbic_acid,6.5,1000090,0.0,0.0,0.5,0.0,0.0,0.0
49,DPV,1,2,ascorbic_acid,7.0,1000091,0.0,0.0,2.0,0.0,0.0,0.0
50,DPV,1,2,ascorbic_acid,8.0,1000092,0.0,0.0,2.0,0.0,0.0,0.0
51,DPV,1,2,ascorbic_acid,7.0,1000093,0.0,0.0,0.5,0.0,0.0,0.0
52,DPV,1,2,ascorbic_acid,6.5,1000094,0.0,0.0,0.1,0.0,0.0,0.0
53,DPV,1,2,ascorbic_acid,7.5,1000095,0.0,0.0,5.0,0.0,0.0,0.0
54,DPV,1,2,ascorbic_acid,8.0,1000096,0.0,0.0,5.0,0.0,0.0,0.0
55,DPV,1,2,ascorbic_acid,8.0,1000097,0.0,0.0,2.0,0.0,0.0,0.0
56,DPV,1,2,ascorbic_acid,6.5,1000098,0.0,0.0,5.0,0.0,0.0,0.0
57,DPV,1,2,ascorbic_acid,7.5,1000099,0.0,0.0,2.0,0.0,0.0,0.0
58,DPV,1,2,ascorbic_acid,7.0,1000100,0.0,0.0,0.2,0.0,0.0,0.0
59,DPV,1,2,ascorbic_acid,7.0,1000101,0.0,0.0,5.0,0.0,0.0,0.0
60,DPV,1,2,ascorbic_acid,6.5,1000102,0.0,0.0,5.0,0.0,0.0,0.0
61,DPV,1,3,glucose,6.0,1000103,0.0,0.0,0.0,5.0,0.0,0.0
62,DPV,1,3,glucose,6.5,1000104,0.0,0.0,0.0,2.0,0.0,0.0
63,DPV,1,3,glucose,7.0,1000105,0.0,0.0,0.0,0.5,0.0,0.0
64,DPV,1,3,glucose,8.0,1000106,0.0,0.0,0.0,2.0,0.0,0.0
65,DPV,1,3,glucose,8.0,1000107,0.0,0.0,0.0,0.2,0.0,0.0
66,DPV,1,3,glucose,6.0,1000108,0.0,0.0,0.0,5.0,0.0,0.0
67,DPV,1,3,glucose,7.5,1000109,0.0,0.0,0.0,2.0,0.0,0.0
68,DPV,1,3,glucose,6.0,1000110,0.0,0.0,0.0,0.5,0.0,0.0
69,DPV,1,3,glucose,7.5,1000111,0.0,0.0,0.0,0.2,0.0,0.0
70,DPV,1,3,glucose,6.5,1000112,0.0,0.0,0.0,5.0,0.0,0.0
71,DPV,1,3,glucose,7.0,1000113,0.0,0.0,0.0,5.0,0.0,0.0
72,DPV,1,3,glucose,7.5,1000114,0.0,0.0,0.0,2.0,0.0,0.0
73,DPV,1,3,glucose,7.0,1000115,0.0,0.0,0.0,0.5,0.0,0.0
74,DPV,1,3,glucose,8.0,1000116,0.0,0.0,0.0,0.1,0.0,0.0
75,DPV,1,3,glucose,7.0,1000117,0.0,0.0,0.0,0.5,0.0,0.0
76,DPV,1,3,glucose,8.0,1000118,0.0,0.0,0.0,2.0,0.0,0.0
77,DPV,1,3,glucose,7.5,1000119,0.0,0.0,0.0,5.0,0.0,0.0
78,DPV,1,3,glucose,6.5,1000120,0.0,0.0,0.0,5.0,0.0,0.0
79,DPV,1,3,glucose,7.5,1000121,0.0,0.0,0.0,0.5,0.0,0.0
80,DPV,1,3,glucose,7.0,1000122,0.0,0.0,0.0,0.5,0.0,0.0
81,DPV,1,4,copper,7.0,1000123,0.0,0.0,0.0,0.0,0.5,0.0
82,DPV,1,4,copper,6.0,1000124,0.0,0.0,0.0,0.0,0.5,0.0
83,DPV,1,4,copper,6.0,1000125,0.0,0.0,0.0,0.0,0.2,0.0
84,DPV,1,4,copper,7.0,1000126,0.0,0.0,0.0,0.0,0.1,0.0
85,DPV,1,4,copper,6.0,1000127,0.0,0.0,0.0,0.0,0.5,0.0
86,DPV,1,4,copper,8.0,1000128,0.0,0.0,0.0,0.0,0.5,0.0
87,DPV,1,4,copper,8.0,1000129,0.0,0.0,0.0,0.0,1.0,0.0
88,DPV,1,4,copper,7.5,1000130,0.0,0.0,0.0,0.0,0.1,0.0
89,DPV,1,4,copper,7.5,1000131,0.0,0.0,0.0,0.0,0.5,0.0
90,DPV,1,4,copper,7.0,1000132,0.0,0.0,0.0,0.0,2.0,0.0
91,DPV,1,4,copper,6.0,1000133,0.0,0.0,0.0,0.0,1.0,0.0
92,DPV,1,4,copper,6.5,1000134,0.0,0.0,0.0,0.0,0.5,0.0
93,DPV,1,4,copper,7.0,1000135,0.0,0.0,0.0,0.0,0.2,0.0
94,DPV,1,4,copper,8.0,1000136,0.0,0.0,0.0,0.0,5.0,0.0
95,DPV,1,4,copper,6.5,1000137,0.0,0.0,0.0,0.0,2.0,0.0
96,DPV,1,4,copper,7.0,1000138,0.0,0.0,0.0,0.0,0.2,0.0
97,DPV,1,4,copper,6.5,1000139,0.0,0.0,0.0,0.0,0.1,0.0
98,DPV,1,4,copper,6.0,1000140,0.0,0.0,0.0,0.0,5.0,0.0
99,DPV,1,4,copper,6.0,1000141,0.0,0.0,0.0,0.0,0.5,0.0
100,DPV,1,4,copper,6.5,1000142,0.0,0.0,0.0,0.0,0.2,0.0
101,DPV,1,5,aluminum,6.0,1000143,0.0,0.0,0.0,0.0,0.0,2.0
102,DPV,1,5,aluminum,6.0,1000144,0.0,0.0,0.0,0.0,0.0,1.0
103,DPV,1,5,aluminum,6.5,1000145,0.0,0.0,0.0,0.0,0.0,0.2
104,DPV,1,5,aluminum,6.5,1000146,0.0,0.0,0.0,0.0,0.0,0.1
105,DPV,1,5,aluminum,7.0,1000147,0.0,0.0,0.0,0.0,0.0,0.2
106,DPV,1,5,aluminum,6.0,1000148,0.0,0.0,0.0,0.0,0.0,2.0
107,DPV,1,5,aluminum,6.5,1000149,0.0,0.0,0.0,0.0,0.0,0.2
108,DPV,1,5,aluminum,7.0,1000150,0.0,0.0,0.0,0.0,0.0,1.0
109,DPV,1,5,aluminum,8.0,1000151,0.0,0.0,0.0,0.0,0.0,0.5
110,DPV,1,5,aluminum,7.5,1000152,0.0,0.0,0.0,0.0,0.0,2.0
111,DPV,1,5,aluminum,8.0,1000153,0.0,0.0,0.0,0.0,0.0,5.0
112,DPV,1,5,aluminum,6.5,1000154,0.0,0.0,0.0,0.0,0.0,0.1
113,DPV,1,5,aluminum,7.0,1000155,0.0,0.0,0.0,0.0,0.0,0.5
114,DPV,1,5,aluminum,7.0,1000156,0.0,0.0,0.0,0.0,0.0,0.1
115,DPV,1,5,aluminum,8.0,1000157,0.0,0.0,0.0,0.0,0.0,5.0
116,DPV,1,5,aluminum,8.0,1000158,0.0,0.0,0.0,0.0,0.0,2.0
117,DPV,1,5,aluminum,8.0,1000159,0.0,0.0,0.0,0.0,0.0,0.2
118,DPV,1,5,aluminum,7.5,1000160,0.0,0.0,0.0,0.0,0.0,0.1
119,DPV,1,5,aluminum,7.0,1000161,0.0,0.0,0.0,0.0,0.0,0.1
120,DPV,1,5,aluminum,7.0,1000162,0.0,0.0,0.0,0.0,0.0,0.1
121,DPV,2,6,dopamine+uric_acid,8.0,1000163,1.0,0.1,0.0,0.0,0.0,0.0
122,DPV,2,6,dopamine+uric_acid,6.5,1000164,0.2,5.0,0.0,0.0,0.0,0.0
123,DPV,2,6,dopamine+uric_acid,6.5,1000165,5.0,0.5,0.0,0.0,0.0,0.0
124,DPV,2,6,dopamine+uric_acid,8.0,1000166,0.5,1.0,0.0,0.0,0.0,0.0
125,DPV,2,6,dopamine+uric_acid,6.5,1000167,0.1,1.0,0.0,0.0,0.0,0.0
126,DPV,2,6,dopamine+uric_acid,6.5,1000168,1.0,0.2,0.0,0.0,0.0,0.0
127,DPV,2,6,dopamine+uric_acid,7.0,1000169,0.2,0.5,0.0,0.0,0.0,0.0
128,DPV,2,6,dopamine+uric_acid,6.5,1000170,0.1,5.0,0.0,0.0,0.0,0.0
129,DPV,2,6,dopamine+uric_acid,8.0,1000171,1.0,0.5,0.0,0.0,0.0,0.0
130,DPV,2,6,dopamine+uric_acid,8.0,1000172,2.0,0.1,0.0,0.0,0.0,0.0
131,DPV,2,6,dopamine+uric_acid,6.5,1000173,1.0,2.0,0.0,0.0,0.0,0.0
132,DPV,2,6,dopamine+uric_acid,7.0,1000174,0.2,5.0,0.0,0.0,0.0,0.0
133,DPV,2,6,dopamine+uric_acid,8.0,1000175,5.0,5.0,0.0,0.0,0.0,0.0
134,DPV,2,6,dopamine+uric_acid,7.5,1000176,5.0,1.0,0.0,0.0,0.0,0.0
135,DPV,2,6,dopamine+uric_acid,6.5,1000177,5.0,0.5,0.0,0.0,0.0,0.0
136,DPV,2,6,dopamine+uric_acid,7.0,1000178,0.1,0.2,0.0,0.0,0.0,0.0
137,DPV,2,6,dopamine+uric_acid,7.5,1000179,5.0,2.0,0.0,0.0,0.0,0.0
138,DPV,2,6,dopamine+uric_acid,7.5,1000180,0.5,0.5,0.0,0.0,0.0,0.0
139,DPV,2,6,dopamine+uric_acid,6.0,1000181,5.0,2.0,0.0,0.0,0.0,0.0
140,DPV,2,6,dopamine+uric_acid,6.5,1000182,0.2,2.0,0.0,0.0,0.0,0.0
141,DPV,2,7,dopamine+ascorbic_acid,8.0,1000183,0.5,0.0,0.2,0.0,0.0,0.0
142,DPV,2,7,dopamine+ascorbic_acid,6.5,1000184,0.2,0.0,5.0,0.0,0.0,0.0
143,DPV,2,7,dopamine+ascorbic_acid,6.5,1000185,2.0,0.0,1.0,0.0,0.0,0.0
144,DPV,2,7,dopamine+ascorbic_acid,6.5,1000186,0.2,0.0,0.2,0.0,0.0,0.0
145,DPV,2,7,dopamine+ascorbic_acid,6.0,1000187,0.2,0.0,1.0,0.0,0.0,0.0
146,DPV,2,7,dopamine+ascorbic_acid,6.0,1000188,1.0,0.0,1.0,0.0,0.0,0.0
147,DPV,2,7,dopamine+ascorbic_acid,6.5,1000189,0.5,0.0,2.0,0.0,0.0,0.0
148,DPV,2,7,dopamine+ascorbic_acid,8.0,1000190,2.0,0.0,0.1,0.0,0.0,0.0
149,DPV,2,7,dopamine+ascorbic_acid,6.0,1000191,1.0,0.0,1.0,0.0,0.0,0.0
150,DPV,2,7,dopamine+ascorbic_acid,6.5,1000192,0.5,0.0,0.5,0.0,0.0,0.0
151,DPV,2,7,dopamine+ascorbic_acid,6.0,1000193,0.2,0.0,5.0,0.0,0.0,0.0
152,DPV,2,7,dopamine+ascorbic_acid,7.0,1000194,0.1,0.0,0.5,0.0,0.0,0.0
153,DPV,2,7,dopamine+ascorbic_acid,6.5,1000195,5.0,0.0,0.1,0.0,0.0,0.0
154,DPV,2,7,dopamine+ascorbic_acid,7.5,1000196,0.1,0.0,0.1,0.0,0.0,0.0
155,DPV,2,7,dopamine+ascorbic_acid,7.0,1000197,5.0,0.0,2.0,0.0,0.0,0.0
156,DPV,2,7,dopamine+ascorbic_acid,7.5,1000198,1.0,0.0,5.0,0.0,0.0,0.0
157,DPV,2,7,dopamine+ascorbic_acid,7.5,1000199,1.0,0.0,5.0,0.0,0.0,0.0
158,DPV,2,7,dopamine+ascorbic_acid,7.0,1000200,5.0,0.0,1.0,0.0,0.0,0.0
159,DPV,2,7,dopamine+ascorbic_acid,8.0,1000201,5.0,0.0,1.0,0.0,0.0,0.0
160,DPV,2,7,dopamine+ascorbic_acid,7.0,1000202,0.5,0.0,0.1,0.0,0.0,0.0
161,DPV,2,8,dopamine+glucose,8.0,1000203,2.0,0.0,0.0,0.2,0.0,0.0
162,DPV,2,8,dopamine+glucose,8.0,1000204,0.5,0.0,0.0,0.5,0.0,0.0
163,DPV,2,8,dopamine+glucose,7.0,1000205,1.0,0.0,0.0,0.5,0.0,0.0
164,DPV,2,8,dopamine+glucose,7.5,1000206,0.2,0.0,0.0,5.0,0.0,0.0
165,DPV,2,8,dopamine+glucose,6.5,1000207,1.0,0.0,0.0,0.2,0.0,0.0
166,DPV,2,8,dopamine+glucose,8.0,1000208,5.0,0.0,0.0,0.2,0.0,0.0
167,DPV,2,8,dopamine+glucose,7.5,1000209,0.5,0.0,0.0,0.5,0.0,0.0
168,DPV,2,8,dopamine+glucose,8.0,1000210,0.1,0.0,0.0,0.1,0.0,0.0
169,DPV,2,8,dopamine+glucose,6.5,1000211,1.0,0.0,0.0,1.0,0.0,0.0
170,DPV,2,8,dopamine+glucose,7.5,1000212,1.0,0.0,0.0,1.0,0.0,0.0
171,DPV,2,8,dopamine+glucose,7.0,1000213,1.0,0.0,0.0,0.1,0.0,0.0
172,DPV,2,8,dopamine+glucose,6.0,1000214,0.5,0.0,0.0,1.0,0.0,0.0
173,DPV,2,8,dopamine+glucose,6.0,1000215,0.2,0.0,0.0,2.0,0.0,0.0
174,DPV,2,8,dopamine+glucose,7.0,1000216,1.0,0.0,0.0,0.2,0.0,0.0
175,DPV,2,8,dopamine+glucose,6.5,1000217,5.0,0.0,0.0,0.1,0.0,0.0
176,DPV,2,8,dopamine+glucose,6.0,1000218,2.0,0.0,0.0,0.2,0.0,0.0
177,DPV,2,8,dopamine+glucose,7.0,1000219,5.0,0.0,0.0,5.0,0.0,0.0
178,DPV,2,8,dopamine+glucose,7.5,1000220,5.0,0.0,0.0,1.0,0.0,0.0
179,DPV,2,8,dopamine+glucose,6.5,1000221,1.0,0.0,0.0,5.0,0.0,0.0
180,DPV,2,8,dopamine+glucose,8.0,1000222,0.5,0.0,0.0,0.5,0.0,0.0
181,DPV,2,9,dopamine+copper,7.5,1000223,0.1,0.0,0.0,0.0,2.0,0.0
182,DPV,2,9,dopamine+copper,7.0,1000224,0.2,0.0,0.0,0.0,0.2,0.0
183,DPV,2,9,dopamine+copper,8.0,1000225,1.0,0.0,0.0,0.0,1.0,0.0
184,DPV,2,9,dopamine+copper,7.0,1000226,0.2,0.0,0.0,0.0,0.1,0.0
185,DPV,2,9,dopamine+copper,6.0,1000227,0.1,0.0,0.0,0.0,0.2,0.0
186,DPV,2,9,dopamine+copper,6.0,1000228,0.1,0.0,0.0,0.0,0.1,0.0
187,DPV,2,9,dopamine+copper,8.0,1000229,1.0,0.0,0.0,0.0,1.0,0.0
188,DPV,2,9,dopamine+copper,8.0,1000230,0.2,0.0,0.0,0.0,0.5,0.0
189,DPV,2,9,dopamine+copper,7.5,1000231,2.0,0.0,0.0,0.0,0.5,0.0
190,DPV,2,9,dopamine+copper,6.0,1000232,2.0,0.0,0.0,0.0,0.1,0.0
191,DPV,2,9,dopamine+copper,6.5,1000233,0.5,0.0,0.0,0.0,1.0,0.0
192,DPV,2,9,dopamine+copper,6.0,1000234,1.0,0.0,0.0,0.0,0.5,0.0
193,DPV,2,9,dopamine+copper,6.0,1000235,5.0,0.0,0.0,0.0,2.0,0.0
194,DPV,2,9,dopamine+copper,6.5,1000236,5.0,0.0,0.0,0.0,2.0,0.0
195,DPV,2,9,dopamine+copper,7.0,1000237,1.0,0.0,0.0,0.0,0.2,0.0
196,DPV,2,9,dopamine+copper,6.0,1000238,0.5,0.0,0.0,0.0,1.0,0.0
197,DPV,2,9,dopamine+copper,8.0,1000239,2.0,0.0,0.0,0.0,1.0,0.0
198,DPV,2,9,dopamine+copper,7.0,1000240,2.0,0.0,0.0,0.0,0.1,0.0
199,DPV,2,9,dopamine+copper,6.5,1000241,0.2,0.0,0.0,0.0,2.0,0.0
200,DPV,2,9,dopamine+copper,7.0,1000242,2.0,0.0,0.0,0.0,1.0,0.0
201,DPV,2,10,dopamine+aluminum,7.5,1000243,5.0,0.0,0.0,0.0,0.0,2.0
202,DPV,2,10,dopamine+aluminum,6.5,1000244,0.5,0.0,0.0,0.0,0.0,0.5
203,DPV,2,10,dopamine+aluminum,6.0,1000245,2.0,0.0,0.0,0.0,0.0,5.0
204,DPV,2,10,dopamine+aluminum,6.0,1000246,2.0,0.0,0.0,0.0,0.0,1.0
205,DPV,2,10,dopamine+aluminum,8.0,1000247,1.0,0.0,0.0,0.0,0.0,0.5
206,DPV,2,10,dopamine+aluminum,6.0,1000248,0.5,0.0,0.0,0.0,0.0,1.0
207,DPV,2,10,dopamine+aluminum,7.5,1000249,1.0,0.0,0.0,0.0,0.0,2.0
208,DPV,2,10,dopamine+aluminum,6.5,1000250,1.0,0.0,0.0,0.0,0.0,0.2
209,DPV,2,10,dopamine+aluminum,7.5,1000251,0.2,0.0,0.0,0.0,0.0,0.2
210,DPV,2,10,dopamine+aluminum,6.0,1000252,0.5,0.0,0.0,0.0,0.0,0.5
211,DPV,2,10,dopamine+aluminum,8.0,1000253,5.0,0.0,0.0,0.0,0.0,0.1
212,DPV,2,10,dopamine+aluminum,7.5,1000254,5.0,0.0,0.0,0.0,0.0,5.0
213,DPV,2,10,dopamine+aluminum,7.0,1000255,1.0,0.0,0.0,0.0,0.0,1.0
214,DPV,2,10,dopamine+aluminum,6.5,1000256,0.1,0.0,0.0,0.0,0.0,0.5
215,DPV,2,10,dopamine+aluminum,8.0,1000257,0.5,0.0,0.0,0.0,0.0,2.0
216,DPV,2,10,dopamine+aluminum,6.5,1000258,0.2,0.0,0.0,0.0,0.0,0.1
217,DPV,2,10,dopamine+aluminum,7.0,1000259,2.0,0.0,0.0,0.0,0.0,5.0
218,DPV,2,10,dopamine+aluminum,6.5,1000260,0.5,0.0,0.0,0.0,0.0,1.0
219,DPV,2,10,dopamine+aluminum,6.5,1000261,2.0,0.0,0.0,0.0,0.0,2.0
220,DPV,2,10,dopamine+aluminum,7.0,1000262,0.5,0.0,0.0,0.0,0.0,1.0
221,DPV,2,11,uric_acid+ascorbic_acid,6.0,1000263,0.0,1.0,0.5,0.0,0.0,0.0
222,DPV,2,11,uric_acid+ascorbic_acid,6.0,1000264,0.0,2.0,1.0,0.0,0.0,0.0
223,DPV,2,11,uric_acid+ascorbic_acid,6.5,1000265,0.0,0.5,5.0,0.0,0.0,0.0
224,DPV,2,11,uric_acid+ascorbic_acid,6.0,1000266,0.0,0.2,5.0,0.0,0.0,0.0
225,DPV,2,11,uric_acid+ascorbic_acid,7.0,1000267,0.0,5.0,0.5,0.0,0.0,0.0
226,DPV,2,11,uric_acid+ascorbic_acid,8.0,1000268,0.0,1.0,5.0,0.0,0.0,0.0
227,DPV,2,11,uric_acid+ascorbic_acid,6.0,1000269,0.0,5.0,1.0,0.0,0.0,0.0
228,DPV,2,11,uric_acid+ascorbic_acid,6.0,1000270,0.0,0.1,0.5,0.0,0.0,0.0
229,DPV,2,11,uric_acid+ascorbic_acid,6.0,1000271,0.0,0.5,0.2,0.0,0.0,0.0
230,DPV,2,11,uric_acid+ascorbic_acid,7.0,1000272,0.0,0.2,1.0,0.0,0.0,0.0
231,DPV,2,11,uric_acid+ascorbic_acid,6.5,1000273,0.0,0.1,2.0,0.0,0.0,0.0
232,DPV,2,11,uric_acid+ascorbic_acid,7.0,1000274,0.0,0.1,0.5,0.0,0.0,0.0
233,DPV,2,11,uric_acid+ascorbic_acid,6.0,1000275,0.0,1.0,0.5,0.0,0.0,0.0
234,DPV,2,11,uric_acid+ascorbic_acid,6.5,1000276,0.0,0.2,0.5,0.0,0.0,0.0
235,DPV,2,11,uric_acid+ascorbic_acid,7.0,1000277,0.0,0.1,0.2,0.0,0.0,0.0
236,DPV,2,11,uric_acid+ascorbic_acid,7.0,1000278,0.0,0.1,0.2,0.0,0.0,0.0
237,DPV,2,11,uric_acid+ascorbic_acid,7.0,1000279,0.0,1.0,0.1,0.0,0.0,0.0
238,DPV,2,11,uric_acid+ascorbic_acid,7.5,1000280,0.0,2.0,0.1,0.0,0.0,0.0
239,DPV,2,11,uric_acid+ascorbic_acid,7.0,1000281,0.0,0.5,0.5,0.0,0.0,0.0
240,DPV,2,11,uric_acid+ascorbic_acid,8.0,1000282,0.0,0.2,1.0,0.0,0.0,0.0
241,DPV,2,12,uric_acid+glucose,7.0,1000283,0.0,0.5,0.0,0.1,0.0,0.0
242,DPV,2,12,uric_acid+glucose,6.5,1000284,0.0,5.0,0.0,2.0,0.0,0.0
243,DPV,2,12,uric_acid+glucose,6.5,1000285,0.0,1.0,0.0,0.1,0.0,0.0
244,DPV,2,12,uric_acid+glucose,6.5,1000286,0.0,0.5,0.0,0.2,0.0,0.0
245,DPV,2,12,uric_acid+glucose,7.0,1000287,0.0,0.1,0.0,0.1,0.0,0.0
246,DPV,2,12,uric_acid+glucose,6.5,1000288,0.0,0.5,0.0,0.5,0.0,0.0
247,DPV,2,12,uric_acid+glucose,8.0,1000289,0.0,2.0,0.0,0.5,0.0,0.0
248,DPV,2,12,uric_acid+glucose,7.0,1000290,0.0,1.0,0.0,0.1,0.0,0.0
249,DPV,2,12,uric_acid+glucose,8.0,1000291,0.0,5.0,0.0,2.0,0.0,0.0
250,DPV,2,12,uric_acid+glucose,7.5,1000292,0.0,0.5,0.0,0.2,0.0,0.0
251,DPV,2,12,uric_acid+glucose,6.5,1000293,0.0,0.1,0.0,0.5,0.0,0.0
252,DPV,2,12,uric_acid+glucose,6.5,1000294,0.0,0.2,0.0,0.1,0.0,0.0
253,DPV,2,12,uric_acid+glucose,7.5,1000295,0.0,2.0,0.0,5.0,0.0,0.0
254,DPV,2,12,uric_acid+glucose,6.5,1000296,0.0,0.1,0.0,2.0,0.0,0.0
255,DPV,2,12,uric_acid+glucose,6.5,1000297,0.0,5.0,0.0,0.5,0.0,0.0
256,DPV,2,12,uric_acid+glucose,8.0,1000298,0.0,0.5,0.0,0.5,0.0,0.0
257,DPV,2,12,uric_acid+glucose,7.0,1000299,0.0,1.0,0.0,0.5,0.0,0.0
258,DPV,2,12,uric_acid+glucose,6.0,1000300,0.0,0.1,0.0,1.0,0.0,0.0
259,DPV,2,12,uric_acid+glucose,7.0,1000301,0.0,1.0,0.0,0.1,0.0,0.0
260,DPV,2,12,uric_acid+glucose,7.0,1000302,0.0,0.5,0.0,0.1,0.0,0.0
261,DPV,2,13,uric_acid+copper,8.0,1000303,0.0,0.2,0.0,0.0,1.0,0.0
262,DPV,2,13,uric_acid+copper,7.5,1000304,0.0,0.2,0.0,0.0,0.1,0.0
263,DPV,2,13,uric_acid+copper,6.0,1000305,0.0,5.0,0.0,0.0,0.1,0.0
264,DPV,2,13,uric_acid+copper,6.0,1000306,0.0,0.5,0.0,0.0,1.0,0.0
265,DPV,2,13,uric_acid+copper,7.5,1000307,0.0,0.5,0.0,0.0,5.0,0.0
266,DPV,2,13,uric_acid+copper,6.0,1000308,0.0,5.0,0.0,0.0,0.2,0.0
267,DPV,2,13,uric_acid+copper,6.5,1000309,0.0,0.1,0.0,0.0,2.0,0.0
268,DPV,2,13,uric_acid+copper,6.0,1000310,0.0,0.5,0.0,0.0,2.0,0.0
269,DPV,2,13,uric_acid+copper,6.0,1000311,0.0,1.0,0.0,0.0,0.5,0.0
270,DPV,2,13,uric_acid+copper,8.0,1000312,0.0,1.0,0.0,0.0,0.5,0.0
271,DPV,2,13,uric_acid+copper,6.0,1000313,0.0,0.1,0.0,0.0,0.2,0.0
272,DPV,2,13,uric_acid+copper,6.0,1000314,0.0,1.0,0.0,0.0,1.0,0.0
273,DPV,2,13,uric_acid+copper,8.0,1000315,0.0,0.2,0.0,0.0,0.1,0.0
274,DPV,2,13,uric_acid+copper,6.0,1000316,0.0,0.2,0.0,0.0,0.5,0.0
