sample_id,method,mixture_size,combination_id,combination,pH,seed,dopamine_concentration,uric_acid_concentration,ascorbic_acid_concentration,glucose_concentration,copper_concentration,aluminum_concentration
20,SWV,1,0,dopamine,7.0,2000062,0.2,0.0,0.0,0.0,0.0,0.0
21,SWV,1,1,uric_acid,6.5,2000063,0.0,0.1,0.0,0.0,0.0,0.0
22,SWV,1,1,uric_acid,8.0,2000064,0.0,0.1,0.0,0.0,0.0,0.0
23,SWV,1,1,uric_acid,8.0,2000065,0.0,1.0,0.0,0.0,0.0,0.0
24,SWV,1,1,uric_acid,6.5,2000066,0.0,0.1,0.0,0.0,0.0,0.0
25,SWV,1,1,uric_acid,8.0,2000067,0.0,0.5,0.0,0.0,0.0,0.0
26,SWV,1,1,uric_acid,6.5,2000068,0.0,0.5,0.0,0.0,0.0,0.0
27,SWV,1,1,uric_acid,7.5,2000069,0.0,2.0,0.0,0.0,0.0,0.0
28,SWV,1,1,uric_acid,7.0,2000070,0.0,0.1,0.0,0.0,0.0,0.0
29,SWV,1,1,uric_acid,7.0,2000071,0.0,1.0,0.0,0.0,0.0,0.0
30,SWV,1,1,uric_acid,6.0,2000072,0.0,0.5,0.0,0.0,0.0,0.0
31,SWV,1,1,uric_acid,7.5,2000073,0.0,0.2,0.0,0.0,0.0,0.0
32,SWV,1,1,uric_acid,6.5,2000074,0.0,5.0,0.0,0.0,0.0,0.0
33,SWV,1,1,uric_acid,6.5,2000075,0.0,0.5,0.0,0.0,0.0,0.0
34,SWV,1,1,uric_acid,6.0,2000076,0.0,1.0,0.0,0.0,0.0,0.0
35,SWV,1,1,uric_acid,8.0,2000077,0.0,2.0,0.0,0.0,0.0,0.0
36,SWV,1,1,uric_acid,6.0,2000078,0.0,5.0,0.0,0.0,0.0,0.0
37,SWV,1,1,uric_acid,7.5,2000079,0.0,5.0,0.0,0.0,0.0,0.0
38,SWV,1,1,uric_acid,8.0,2000080,0.0,0.2,0.0,0.0,0.0,0.0
39,SWV,1,1,uric_acid,6.0,2000081,0.0,2.0,0.0,0.0,0.0,0.0
40,SWV,1,1,uric_acid,7.0,2000082,0.0,2.0,0.0,0.0,0.0,0.0
41,SWV,1,2,ascorbic_acid,7.0,2000083,0.0,0.0,0.1,0.0,0.0,0.0
42,SWV,1,2,ascorbic_acid,6.5,2000084,0.0,0.0,0.2,0.0,0.0,0.0
43,SWV,1,2,ascorbic_acid,7.5,2000085,0.0,0.0,5.0,0.0,0.0,0.0
44,SWV,1,2,ascorbic_acid,7.0,2000086,0.0,0.0,1.0,0.0,0.0,0.0
45,SWV,1,2,ascorbic_acid,7.0,2000087,0.0,0.0,0.1,0.0,0.0,0.0
46,SWV,1,2,ascorbic_acid,7.0,2000088,0.0,0.0,1.0,0.0,0.0,0.0
47,SWV,1,2,ascorbic_acid,8.0,2000089,0.0,0.0,0.2,0.0,0.0,0.0
48,SWV,1,2,ascorbic_acid,7.5,2000090,0.0,0.0,0.1,0.0,0.0,0.0
49,SWV,1,2,ascorbic_acid,6.5,2000091,0.0,0.0,5.0,0.0,0.0,0.0
50,SWV,1,2,ascorbic_acid,8.0,2000092,0.0,0.0,0.2,0.0,0.0,0.0
51,SWV,1,2,ascorbic_acid,8.0,2000093,0.0,0.0,0.1,0.0,0.0,0.0
52,SWV,1,2,ascorbic_acid,8.0,2000094,0.0,0.0,0.1,0.0,0.0,0.0
53,SWV,1,2,ascorbic_acid,7.5,2000095,0.0,0.0,0.2,0.0,0.0,0.0
54,SWV,1,2,ascorbic_acid,6.5,2000096,0.0,0.0,2.0,0.0,0.0,0.0
55,SWV,1,2,ascorbic_acid,7.5,2000097,0.0,0.0,0.5,0.0,0.0,0.0
56,SWV,1,2,ascorbic_acid,6.5,2000098,0.0,0.0,1.0,0.0,0.0,0.0
57,SWV,1,2,ascorbic_acid,6.5,2000099,0.0,0.0,2.0,0.0,0.0,0.0
58,SWV,1,2,ascorbic_acid,7.0,2000100,0.0,0.0,0.5,0.0,0.0,0.0
59,SWV,1,2,ascorbic_acid,8.0,2000101,0.0,0.0,5.0,0.0,0.0,0.0
60,SWV,1,2,ascorbic_acid,7.0,2000102,0.0,0.0,2.0,0.0,0.0,0.0
61,SWV,1,3,glucose,6.5,2000103,0.0,0.0,0.0,0.5,0.0,0.0
62,SWV,1,3,glucose,7.0,2000104,0.0,0.0,0.0,1.0,0.0,0.0
63,SWV,1,3,glucose,6.5,2000105,0.0,0.0,0.0,2.0,0.0,0.0
64,SWV,1,3,glucose,7.5,2000106,0.0,0.0,0.0,1.0,0.0,0.0
65,SWV,1,3,glucose,6.5,2000107,0.0,0.0,0.0,0.1,0.0,0.0
66,SWV,1,3,glucose,7.0,2000108,0.0,0.0,0.0,1.0,0.0,0.0
67,SWV,1,3,glucose,6.5,2000109,0.0,0.0,0.0,0.2,0.0,0.0
68,SWV,1,3,glucose,6.5,2000110,0.0,0.0,0.0,0.2,0.0,0.0
69,SWV,1,3,glucose,8.0,2000111,0.0,0.0,0.0,5.0,0.0,0.0
70,SWV,1,3,glucose,6.5,2000112,0.0,0.0,0.0,0.1,0.0,0.0
71,SWV,1,3,glucose,6.0,2000113,0.0,0.0,0.0,1.0,0.0,0.0
72,SWV,1,3,glucose,6.5,2000114,0.0,0.0,0.0,0.5,0.0,0.0
73,SWV,1,3,glucose,7.0,2000115,0.0,0.0,0.0,0.5,0.0,0.0
74,SWV,1,3,glucose,6.0,2000116,0.0,0.0,0.0,2.0,0.0,0.0
75,SWV,1,3,glucose,6.5,2000117,0.0,0.0,0.0,0.5,0.0,0.0
76,SWV,1,3,glucose,6.0,2000118,0.0,0.0,0.0,0.5,0.0,0.0
77,SWV,1,3,glucose,7.0,2000119,0.0,0.0,0.0,5.0,0.0,0.0
78,SWV,1,3,glucose,7.5,2000120,0.0,0.0,0.0,0.2,0.0,0.0
79,SWV,1,3,glucose,8.0,2000121,0.0,0.0,0.0,5.0,0.0,0.0
80,SWV,1,3,glucose,6.5,2000122,0.0,0.0,0.0,2.0,0.0,0.0
81,SWV,1,4,copper,8.0,2000123,0.0,0.0,0.0,0.0,5.0,0.0
82,SWV,1,4,copper,6.5,2000124,0.0,0.0,0.0,0.0,0.1,0.0
83,SWV,1,4,copper,7.5,2000125,0.0,0.0,0.0,0.0,0.2,0.0
84,SWV,1,4,copper,7.0,2000126,0.0,0.0,0.0,0.0,0.1,0.0
85,SWV,1,4,copper,7.5,2000127,0.0,0.0,0.0,0.0,2.0,0.0
86,SWV,1,4,copper,7.5,2000128,0.0,0.0,0.0,0.0,0.2,0.0
87,SWV,1,4,copper,7.0,2000129,0.0,0.0,0.0,0.0,0.2,0.0
88,SWV,1,4,copper,6.5,2000130,0.0,0.0,0.0,0.0,1.0,0.0
89,SWV,1,4,copper,7.0,2000131,0.0,0.0,0.0,0.0,2.0,0.0
90,SWV,1,4,copper,8.0,2000132,0.0,0.0,0.0,0.0,2.0,0.0
91,SWV,1,4,copper,8.0,2000133,0.0,0.0,0.0,0.0,2.0,0.0
92,SWV,1,4,copper,8.0,2000134,0.0,0.0,0.0,0.0,0.2,0.0
93,SWV,1,4,copper,6.0,2000135,0.0,0.0,0.0,0.0,0.5,0.0
94,SWV,1,4,copper,7.0,2000136,0.0,0.0,0.0,0.0,1.0,0.0
95,SWV,1,4,copper,6.0,2000137,0.0,0.0,0.0,0.0,5.0,0.0
96,SWV,1,4,copper,7.5,2000138,0.0,0.0,0.0,0.0,2.0,0.0
97,SWV,1,4,copper,8.0,2000139,0.0,0.0,0.0,0.0,2.0,0.0
98,SWV,1,4,copper,6.0,2000140,0.0,0.0,0.0,0.0,0.1,0.0
99,SWV,1,4,copper,7.5,2000141,0.0,0.0,0.0,0.0,0.1,0.0
100,SWV,1,4,copper,8.0,2000142,0.0,0.0,0.0,0.0,1.0,0.0
101,SWV,1,5,aluminum,8.0,2000143,0.0,0.0,0.0,0.0,0.0,2.0
102,SWV,1,5,aluminum,6.5,2000144,0.0,0.0,0.0,0.0,0.0,5.0
103,SWV,1,5,aluminum,6.0,2000145,0.0,0.0,0.0,0.0,0.0,2.0
104,SWV,1,5,aluminum,8.0,2000146,0.0,0.0,0.0,0.0,0.0,5.0
105,SWV,1,5,aluminum,8.0,2000147,0.0,0.0,0.0,0.0,0.0,1.0
106,SWV,1,5,aluminum,7.0,2000148,0.0,0.0,0.0,0.0,0.0,0.2
107,SWV,1,5,aluminum,8.0,2000149,0.0,0.0,0.0,0.0,0.0,2.0
108,SWV,1,5,aluminum,6.0,2000150,0.0,0.0,0.0,0.0,0.0,0.1
109,SWV,1,5,aluminum,7.5,2000151,0.0,0.0,0.0,0.0,0.0,5.0
110,SWV,1,5,aluminum,6.0,2000152,0.0,0.0,0.0,0.0,0.0,0.5
111,SWV,1,5,aluminum,8.0,2000153,0.0,0.0,0.0,0.0,0.0,2.0
112,SWV,1,5,aluminum,7.5,2000154,0.0,0.0,0.0,0.0,0.0,0.1
113,SWV,1,5,aluminum,8.0,2000155,0.0,0.0,0.0,0.0,0.0,2.0
114,SWV,1,5,aluminum,7.0,2000156,0.0,0.0,0.0,0.0,0.0,0.2
115,SWV,1,5,aluminum,6.0,2000157,0.0,0.0,0.0,0.0,0.0,1.0
116,SWV,1,5,aluminum,6.0,2000158,0.0,0.0,0.0,0.0,0.0,0.5
117,SWV,1,5,aluminum,6.5,2000159,0.0,0.0,0.0,0.0,0.0,0.1
118,SWV,1,5,aluminum,7.5,2000160,0.0,0.0,0.0,0.0,0.0,0.1
119,SWV,1,5,aluminum,6.0,2000161,0.0,0.0,0.0,0.0,0.0,1.0
120,SWV,1,5,aluminum,8.0,2000162,0.0,0.0,0.0,0.0,0.0,0.1
121,SWV,2,6,dopamine+uric_acid,6.5,2000163,1.0,1.0,0.0,0.0,0.0,0.0
122,SWV,2,6,dopamine+uric_acid,7.0,2000164,0.2,1.0,0.0,0.0,0.0,0.0
123,SWV,2,6,dopamine+uric_acid,6.5,2000165,5.0,1.0,0.0,0.0,0.0,0.0
124,SWV,2,6,dopamine+uric_acid,7.0,2000166,0.1,0.2,0.0,0.0,0.0,0.0
125,SWV,2,6,dopamine+uric_acid,7.0,2000167,5.0,0.5,0.0,0.0,0.0,0.0
126,SWV,2,6,dopamine+uric_acid,6.0,2000168,0.1,1.0,0.0,0.0,0.0,0.0
127,SWV,2,6,dopamine+uric_acid,7.0,2000169,2.0,5.0,0.0,0.0,0.0,0.0
128,SWV,2,6,dopamine+uric_acid,7.5,2000170,0.2,0.2,0.0,0.0,0.0,0.0
129,SWV,2,6,dopamine+uric_acid,8.0,2000171,2.0,5.0,0.0,0.0,0.0,0.0
130,SWV,2,6,dopamine+uric_acid,6.5,2000172,2.0,0.2,0.0,0.0,0.0,0.0
131,SWV,2,6,dopamine+uric_acid,8.0,2000173,2.0,1.0,0.0,0.0,0.0,0.0
132,SWV,2,6,dopamine+uric_acid,8.0,2000174,2.0,5.0,0.0,0.0,0.0,0.0
133,SWV,2,6,dopamine+uric_acid,8.0,2000175,0.2,0.1,0.0,0.0,0.0,0.0
134,SWV,2,6,dopamine+uric_acid,6.5,2000176,0.5,5.0,0.0,0.0,0.0,0.0
135,SWV,2,6,dopamine+uric_acid,8.0,2000177,2.0,0.2,0.0,0.0,0.0,0.0
136,SWV,2,6,dopamine+uric_acid,7.0,2000178,1.0,0.5,0.0,0.0,0.0,0.0
137,SWV,2,6,dopamine+uric_acid,6.0,2000179,2.0,2.0,0.0,0.0,0.0,0.0
138,SWV,2,6,dopamine+uric_acid,6.5,2000180,1.0,0.5,0.0,0.0,0.0,0.0
139,SWV,2,6,dopamine+uric_acid,7.5,2000181,0.2,0.5,0.0,0.0,0.0,0.0
140,SWV,2,6,dopamine+uric_acid,6.0,2000182,5.0,0.2,0.0,0.0,0.0,0.0
141,SWV,2,7,dopamine+ascorbic_acid,7.0,2000183,0.2,0.0,1.0,0.0,0.0,0.0
142,SWV,2,7,dopamine+ascorbic_acid,7.5,2000184,5.0,0.0,5.0,0.0,0.0,0.0
143,SWV,2,7,dopamine+ascorbic_acid,6.0,2000185,2.0,0.0,2.0,0.0,0.0,0.0
144,SWV,2,7,dopamine+ascorbic_acid,7.0,2000186,0.5,0.0,0.2,0.0,0.0,0.0
145,SWV,2,7,dopamine+ascorbic_acid,6.5,2000187,0.1,0.0,5.0,0.0,0.0,0.0
146,SWV,2,7,dopamine+ascorbic_acid,7.0,2000188,1.0,0.0,5.0,0.0,0.0,0.0
147,SWV,2,7,dopamine+ascorbic_acid,6.5,2000189,0.5,0.0,2.0,0.0,0.0,0.0
148,SWV,2,7,dopamine+ascorbic_acid,8.0,2000190,1.0,0.0,0.5,0.0,0.0,0.0
149,SWV,2,7,dopamine+ascorbic_acid,6.0,2000191,0.1,0.0,2.0,0.0,0.0,0.0
150,SWV,2,7,dopamine+ascorbic_acid,8.0,2000192,1.0,0.0,0.2,0.0,0.0,0.0
151,SWV,2,7,dopamine+ascorbic_acid,7.5,2000193,5.0,0.0,0.2,0.0,0.0,0.0
152,SWV,2,7,dopamine+ascorbic_acid,8.0,2000194,0.1,0.0,0.2,0.0,0.0,0.0
153,SWV,2,7,dopamine+ascorbic_acid,8.0,2000195,0.2,0.0,5.0,0.0,0.0,0.0
154,SWV,2,7,dopamine+ascorbic_acid,6.0,2000196,0.2,0.0,2.0,0.0,0.0,0.0
155,SWV,2,7,dopamine+ascorbic_acid,8.0,2000197,1.0,0.0,2.0,0.0,0.0,0.0
156,SWV,2,7,dopamine+ascorbic_acid,7.0,2000198,2.0,0.0,1.0,0.0,0.0,0.0
157,SWV,2,7,dopamine+ascorbic_acid,8.0,2000199,0.5,0.0,0.1,0.0,0.0,0.0
158,SWV,2,7,dopamine+ascorbic_acid,8.0,2000200,5.0,0.0,5.0,0.0,0.0,0.0
159,SWV,2,7,dopamine+ascorbic_acid,7.0,2000201,2.0,0.0,0.1,0.0,0.0,0.0
160,SWV,2,7,dopamine+ascorbic_acid,6.5,2000202,5.0,0.0,5.0,0.0,0.0,0.0
161,SWV,2,8,dopamine+glucose,6.0,2000203,0.1,0.0,0.0,0.5,0.0,0.0
162,SWV,2,8,dopamine+glucose,6.0,2000204,0.5,0.0,0.0,0.1,0.0,0.0
163,SWV,2,8,dopamine+glucose,6.5,2000205,0.1,0.0,0.0,0.2,0.0,0.0
164,SWV,2,8,dopamine+glucose,8.0,2000206,1.0,0.0,0.0,0.2,0.0,0.0
165,SWV,2,8,dopamine+glucose,7.0,2000207,2.0,0.0,0.0,0.2,0.0,0.0
166,SWV,2,8,dopamine+glucose,7.0,2000208,0.1,0.0,0.0,2.0,0.0,0.0
167,SWV,2,8,dopamine+glucose,6.5,2000209,1.0,0.0,0.0,2.0,0.0,0.0
168,SWV,2,8,dopamine+glucose,7.0,2000210,2.0,0.0,0.0,0.1,0.0,0.0
169,SWV,2,8,dopamine+glucose,7.5,2000211,1.0,0.0,0.0,5.0,0.0,0.0
170,SWV,2,8,dopamine+glucose,8.0,2000212,0.1,0.0,0.0,0.2,0.0,0.0
171,SWV,2,8,dopamine+glucose,7.5,2000213,0.5,0.0,0.0,0.1,0.0,0.0
172,SWV,2,8,dopamine+glucose,7.5,2000214,0.1,0.0,0.0,0.1,0.0,0.0
173,SWV,2,8,dopamine+glucose,8.0,2000215,5.0,0.0,0.0,1.0,0.0,0.0
174,SWV,2,8,dopamine+glucose,7.0,2000216,2.0,0.0,0.0,2.0,0.0,0.0
175,SWV,2,8,dopamine+glucose,8.0,2000217,0.2,0.0,0.0,0.1,0.0,0.0
176,SWV,2,8,dopamine+glucose,6.5,2000218,1.0,0.0,0.0,1.0,0.0,0.0
177,SWV,2,8,dopamine+glucose,6.0,2000219,0.5,0.0,0.0,5.0,0.0,0.0
178,SWV,2,8,dopamine+glucose,7.0,2000220,5.0,0.0,0.0,5.0,0.0,0.0
179,SWV,2,8,dopamine+glucose,6.0,2000221,1.0,0.0,0.0,1.0,0.0,0.0
180,SWV,2,8,dopamine+glucose,6.0,2000222,1.0,0.0,0.0,0.5,0.0,0.0
181,SWV,2,9,dopamine+copper,8.0,2000223,0.5,0.0,0.0,0.0,0.5,0.0
182,SWV,2,9,dopamine+copper,7.5,2000224,0.2,0.0,0.0,0.0,0.2,0.0
183,SWV,2,9,dopamine+copper,6.5,2000225,2.0,0.0,0.0,0.0,5.0,0.0
184,SWV,2,9,dopamine+copper,8.0,2000226,0.5,0.0,0.0,0.0,0.2,0.0
185,SWV,2,9,dopamine+copper,6.0,2000227,1.0,0.0,0.0,0.0,0.1,0.0
186,SWV,2,9,dopamine+copper,6.5,2000228,5.0,0.0,0.0,0.0,0.2,0.0
187,SWV,2,9,dopamine+copper,7.5,2000229,1.0,0.0,0.0,0.0,0.5,0.0
188,SWV,2,9,dopamine+copper,6.5,2000230,2.0,0.0,0.0,0.0,1.0,0.0
189,SWV,2,9,dopamine+copper,7.5,2000231,5.0,0.0,0.0,0.0,0.2,0.0
190,SWV,2,9,dopamine+copper,8.0,2000232,5.0,0.0,0.0,0.0,0.1,0.0
191,SWV,2,9,dopamine+copper,6.0,2000233,0.1,0.0,0.0,0.0,0.1,0.0
192,SWV,2,9,dopamine+copper,6.0,2000234,5.0,0.0,0.0,0.0,1.0,0.0
193,SWV,2,9,dopamine+copper,8.0,2000235,0.2,0.0,0.0,0.0,2.0,0.0
194,SWV,2,9,dopamine+copper,7.0,2000236,0.1,0.0,0.0,0.0,0.1,0.0
195,SWV,2,9,dopamine+copper,7.0,2000237,0.2,0.0,0.0,0.0,5.0,0.0
196,SWV,2,9,dopamine+copper,7.0,2000238,0.2,0.0,0.0,0.0,0.1,0.0
197,SWV,2,9,dopamine+copper,7.0,2000239,0.2,0.0,0.0,0.0,5.0,0.0
198,SWV,2,9,dopamine+copper,7.5,2000240,5.0,0.0,0.0,0.0,1.0,0.0
199,SWV,2,9,dopamine+copper,7.0,2000241,2.0,0.0,0.0,0.0,2.0,0.0
200,SWV,2,9,dopamine+copper,6.0,2000242,2.0,0.0,0.0,0.0,0.1,0.0
201,SWV,2,10,dopamine+aluminum,7.5,2000243,0.1,0.0,0.0,0.0,0.0,0.2
202,SWV,2,10,dopamine+aluminum,7.5,2000244,0.2,0.0,0.0,0.0,0.0,0.2
203,SWV,2,10,dopamine+aluminum,6.0,2000245,2.0,0.0,0.0,0.0,0.0,0.2
204,SWV,2,10,dopamine+aluminum,6.5,2000246,1.0,0.0,0.0,0.0,0.0,0.2
205,SWV,2,10,dopamine+aluminum,7.5,2000247,2.0,0.0,0.0,0.0,0.0,5.0
206,SWV,2,10,dopamine+aluminum,7.5,2000248,0.5,0.0,0.0,0.0,0.0,0.2
207,SWV,2,10,dopamine+aluminum,6.0,2000249,0.5,0.0,0.0,0.0,0.0,1.0
208,SWV,2,10,dopamine+aluminum,6.0,2000250,2.0,0.0,0.0,0.0,0.0,0.5
209,SWV,2,10,dopamine+aluminum,7.0,2000251,0.2,0.0,0.0,0.0,0.0,5.0
210,SWV,2,10,dopamine+aluminum,7.0,2000252,1.0,0.0,0.0,0.0,0.0,0.5
211,SWV,2,10,dopamine+aluminum,8.0,2000253,0.5,0.0,0.0,0.0,0.0,0.1
212,SWV,2,10,dopamine+aluminum,7.0,2000254,2.0,0.0,0.0,0.0,0.0,0.2
213,SWV,2,10,dopamine+aluminum,8.0,2000255,1.0,0.0,0.0,0.0,0.0,1.0
214,SWV,2,10,dopamine+aluminum,6.5,2000256,0.2,0.0,0.0,0.0,0.0,2.0
215,SWV,2,10,dopamine+aluminum,7.0,2000257,0.1,0.0,0.0,0.0,0.0,2.0
216,SWV,2,10,dopamine+aluminum,6.0,2000258,0.1,0.0,0.0,0.0,0.0,1.0
217,SWV,2,10,dopamine+aluminum,7.0,2000259,0.2,0.0,0.0,0.0,0.0,0.5
218,SWV,2,10,dopamine+aluminum,6.0,2000260,2.0,0.0,0.0,0.0,0.0,0.2
219,SWV,2,10,dopamine+aluminum,7.0,2000261,1.0,0.0,0.0,0.0,0.0,0.2
220,SWV,2,10,dopamine+aluminum,6.5,2000262,0.2,0.0,0.0,0.0,0.0,0.2
221,SWV,2,11,uric_acid+ascorbic_acid,6.0,2000263,0.0,2.0,0.1,0.0,0.0,0.0
222,SWV,2,11,uric_acid+ascorbic_acid,6.0,2000264,0.0,0.2,0.1,0.0,0.0,0.0
223,SWV,2,11,uric_acid+ascorbic_acid,7.0,2000265,0.0,1.0,5.0,0.0,0.0,0.0
224,SWV,2,11,uric_acid+ascorbic_acid,8.0,2000266,0.0,0.5,0.1,0.0,0.0,0.0
225,SWV,2,11,uric_acid+ascorbic_acid,6.0,2000267,0.0,5.0,5.0,0.0,0.0,0.0
226,SWV,2,11,uric_acid+ascorbic_acid,7.0,2000268,0.0,0.1,0.2,0.0,0.0,0.0
227,SWV,2,11,uric_acid+ascorbic_acid,6.5,2000269,0.0,2.0,2.0,0.0,0.0,0.0
228,SWV,2,11,uric_acid+ascorbic_acid,8.0,2000270,0.0,0.1,0.1,0.0,0.0,0.0
229,SWV,2,11,uric_acid+ascorbic_acid,7.0,2000271,0.0,2.0,0.1,0.0,0.0,0.0
230,SWV,2,11,uric_acid+ascorbic_acid,8.0,2000272,0.0,0.5,0.1,0.0,0.0,0.0
231,SWV,2,11,uric_acid+ascorbic_acid,6.5,2000273,0.0,0.2,5.0,0.0,0.0,0.0
232,SWV,2,11,uric_acid+ascorbic_acid,6.0,2000274,0.0,2.0,5.0,0.0,0.0,0.0
233,SWV,2,11,uric_acid+ascorbic_acid,7.0,2000275,0.0,1.0,5.0,0.0,0.0,0.0
234,SWV,2,11,uric_acid+ascorbic_acid,7.5,2000276,0.0,5.0,1.0,0.0,0.0,0.0
235,SWV,2,11,uric_acid+ascorbic_acid,8.0,2000277,0.0,0.1,5.0,0.0,0.0,0.0
236,SWV,2,11,uric_acid+ascorbic_acid,8.0,2000278,0.0,5.0,2.0,0.0,0.0,0.0
237,SWV,2,11,uric_acid+ascorbic_acid,8.0,2000279,0.0,0.1,0.1,0.0,0.0,0.0
238,SWV,2,11,uric_acid+ascorbic_acid,7.5,2000280,0.0,0.1,1.0,0.0,0.0,0.0
239,SWV,2,11,uric_acid+ascorbic_acid,6.5,2000281,0.0,0.2,2.0,0.0,0.0,0.0
240,SWV,2,11,uric_acid+ascorbic_acid,7.0,2000282,0.0,0.5,1.0,0.0,0.0,0.0
241,SWV,2,12,uric_acid+glucose,6.0,2000283,0.0,0.1,0.0,0.2,0.0,0.0
242,SWV,2,12,uric_acid+glucose,7.0,2000284,0.0,2.0,0.0,1.0,0.0,0.0
243,SWV,2,12,uric_acid+glucose,6.5,2000285,0.0,2.0,0.0,5.0,0.0,0.0
244,SWV,2,12,uric_acid+glucose,6.0,2000286,0.0,0.1,0.0,0.5,0.0,0.0
245,SWV,2,12,uric_acid+glucose,6.5,2000287,0.0,1.0,0.0,2.0,0.0,0.0
246,SWV,2,12,uric_acid+glucose,7.0,2000288,0.0,0.2,0.0,2.0,0.0,0.0
247,SWV,2,12,uric_acid+glucose,6.5,2000289,0.0,2.0,0.0,1.0,0.0,0.0
248,SWV,2,12,uric_acid+glucose,8.0,2000290,0.0,0.1,0.0,0.1,0.0,0.0
249,SWV,2,12,uric_acid+glucose,7.0,2000291,0.0,5.0,0.0,0.5,0.0,0.0
250,SWV,2,12,uric_acid+glucose,8.0,2000292,0.0,2.0,0.0,0.2,0.0,0.0
251,SWV,2,12,uric_acid+glucose,7.5,2000293,0.0,0.1,0.0,1.0,0.0,0.0
252,SWV,2,12,uric_acid+glucose,6.0,2000294,0.0,2.0,0.0,2.0,0.0,0.0
253,SWV,2,12,uric_acid+glucose,6.5,2000295,0.0,1.0,0.0,2.0,0.0,0.0
254,SWV,2,12,uric_acid+glucose,7.5,2000296,0.0,5.0,0.0,0.2,0.0,0.0
255,SWV,2,12,uric_acid+glucose,7.0,2000297,0.0,1.0,0.0,0.2,0.0,0.0
256,SWV,2,12,uric_acid+glucose,6.5,2000298,0.0,0.5,0.0,5.0,0.0,0.0
257,SWV,2,12,uric_acid+glucose,7.0,2000299,0.0,1.0,0.0,5.0,0.0,0.0
258,SWV,2,12,uric_acid+glucose,8.0,2000300,0.0,5.0,0.0,0.1,0.0,0.0
259,SWV,2,12,uric_acid+glucose,6.5,2000301,0.0,2.0,0.0,0.2,0.0,0.0
260,SWV,2,12,uric_acid+glucose,6.0,2000302,0.0,0.1,0.0,0.5,0.0,0.0
261,SWV,2,13,uric_acid+copper,6.5,2000303,0.0,0.5,0.0,0.0,5.0,0.0
262,SWV,2,13,uric_acid+copper,8.0,2000304,0.0,0.5,0.0,0.0,0.2,0.0
263,SWV,2,13,uric_acid+copper,7.5,2000305,0.0,5.0,0.0,0.0,0.5,0.0
264,SWV,2,13,uric_acid+copper,8.0,2000306,0.0,2.0,0.0,0.0,0.5,0.0
265,SWV,2,13,uric_acid+copper,8.0,2000307,0.0,1.0,0.0,0.0,5.0,0.0
266,SWV,2,13,uric_acid+copper,6.0,2000308,0.0,0.5,0.0,0.0,1.0,0.0
267,SWV,2,13,uric_acid+copper,6.5,2000309,0.0,2.0,0.0,0.0,2.0,0.0
268,SWV,2,13,uric_acid+copper,6.0,2000310,0.0,1.0,0.0,0.0,2.0,0.0
269,SWV,2,13,uric_acid+copper,6.0,2000311,0.0,0.2,0.0,0.0,5.0,0.0
270,SWV,2,13,uric_acid+copper,8.0,2000312,0.0,1.0,0.0,0.0,5.0,0.0
271,SWV,2,13,uric_acid+copper,8.0,2000313,0.0,5.0,0.0,0.0,0.2,0.0
272,SWV,2,13,uric_acid+copper,6.0,2000314,0.0,5.0,0.0,0.0,1.0,0.0
273,SWV,2,13,uric_acid+copper,7.5,2000315,0.0,1.0,0.0,0.0,2.0,0.0
274,SWV,2,13,uric_acid+copper,7.0,2000316,0.0,0.5,0.0,0.0,1.0,0.0
