substance,concentration,pH,method,seed,meanCurrent,stdCurrent,maxCurrent,minCurrent,meanVoltage,voltageRange,meanGradient,maxGradient,minGradient,peakCurrent,peakPotential,peakWidth,peakArea,peakProminence,peakSymmetry,split,label
aluminum,0.5,6.5,SWV,9,0.0244072744996034,0.0662279003161643,0.2995080434054876,-0.0248826886748498,0.0999999999999999,1.4,-7.298232466412184e-06,0.0180039817430158,-0.0240142133803923,0.2995080434054876,-0.3143929912390488,0.1033792240300375,0.0240885742212641,0.295101358246443,0.8437500000000018,train,5
uric_acid,10.0,7.0,SWV,2,0.3326959714744368,0.9830024567600122,4.586639785459505,-0.3591971736768704,0.0999999999999999,1.4,-0.0001145387352821,0.2311681239687449,-0.2315153554774019,4.586639785459505,0.3444305381727158,0.1033792240300375,0.3655679496925206,4.543061460493637,0.6388888888888908,train,1
glucose,2.0,7.5,SWV,8,0.122330772429883,0.2584970715484834,1.0235390619212985,-0.0967308338908058,0.0999999999999999,1.4,0.0001066152808163,0.0736313757204968,-0.0679850929079753,1.0235390619212985,0.4775969962453065,0.1594493116395494,0.1213785969827608,1.0027769428716422,0.9782608695652198,train,3
glucose,10.0,7.5,SWV,6,0.3890778643143718,0.83428258385675,3.212955558917558,-0.2988037801925147,0.0999999999999999,1.4,4.72881241387779e-05,0.243599502657808,-0.2068812570433663,3.212955558917558,0.4635794743429285,0.1524405506883606,0.3796350642198892,3.1514870964856736,0.6415094339622647,train,3
aluminum,2.0,6.5,SWV,4,0.0836907986293565,0.2377829890658163,1.0900583555729868,-0.1132703412619582,0.0999999999999999,1.4,-5.022874683769264e-05,0.0779456896644614,-0.0695099439630865,1.0900583555729868,-0.3126408010012516,0.1051314142678347,0.0873921548881306,1.0786340675932502,0.7647058823529418,train,5
aluminum,5.0,7.5,SWV,5,0.172695697594422,0.4960762466151814,2.2931321825228848,-0.2220564906187274,0.0999999999999999,1.4,5.703179289767975e-05,0.1890065921270056,-0.1308540758651848,2.2931321825228848,-0.3038798498122653,0.099874843554443,0.1754027907583195,2.272145166293085,0.9655172413793108,train,5
glucose,0.1,7.0,SWV,7,0.008903257982769,0.0147794529900032,0.0599837791750173,-0.0039356390858138,0.0999999999999999,1.4,-3.324432914418146e-06,0.0036791272671811,-0.003710261898234,0.0599837791750173,0.4846057571964955,0.1559449311639549,0.0068192786687179,0.0567965731308223,0.893617021276597,train,3
ascorbic_acid,0.5,6.0,SWV,4,0.0448374720835064,0.1076508361851364,0.4594005906407536,-0.044691853453065,0.0999999999999999,1.4,-1.8683784663549448e-05,0.0277271971674048,-0.0301253698876843,0.4594005906407536,0.104380475594493,0.1209011264080099,0.0430735095384031,0.4510028144581036,0.7249999999999996,train,2
copper,0.5,7.5,SWV,9,0.0200292622437871,0.0823103603504896,0.4975639197237363,-0.069842358723202,0.0999999999999999,1.4,-1.0932547707320696e-05,0.0303992651910269,-0.0290089179079354,0.4975639197237363,-0.0375469336670839,0.0560700876095118,0.0215342043074725,0.4934410664080726,0.999999999999996,train,4
ascorbic_acid,0.5,6.0,SWV,0,0.0445505677702213,0.1090044995529999,0.4625182020792949,-0.048643004435065,0.0999999999999999,1.4,2.966862350669147e-06,0.0353179757959554,-0.0390397413943612,0.4625182020792949,0.1061326658322903,0.1244055068836044,0.0444027217699024,0.4555176316400727,0.6511627906976742,train,2
glucose,2.0,7.5,SWV,9,0.1226035747220361,0.2593524419683093,1.0403199304816206,-0.0988093906317859,0.0999999999999999,1.4,-2.887712951387354e-05,0.0714029636831429,-0.0620534637743252,1.0403199304816206,0.4705882352941176,0.1594493116395494,0.1217855582749227,1.0194897463589574,0.8958333333333346,train,3
dopamine,1.0,7.0,SWV,6,0.0417959101213717,0.15486996855484,0.8693013608325736,-0.0629295668944059,0.0999999999999999,1.4,3.5978032164845146e-06,0.0643995282508368,-0.0442695008147525,0.8693013608325736,0.1989987484355443,0.0630788485607009,0.043290876169352,0.8649244899781882,0.7142857142857139,train,0
ascorbic_acid,0.1,7.0,SWV,0,0.0107996977899041,0.0229886386165729,0.1002371195870622,-0.009396285406782,0.0999999999999999,1.4,2.657285029216763e-06,0.0075945776403916,-0.0084015630057355,0.1002371195870622,0.0535669586983729,0.1244055068836045,0.0093251086466893,0.0972552728968478,0.8205128205128215,train,2
aluminum,0.1,8.0,SWV,9,0.0062050262964185,0.0139407993439165,0.0645202858414138,-0.0040328453388001,0.0999999999999999,1.4,4.423030605179451e-07,0.0038359137925918,-0.0045836643898129,0.0645202858414138,-0.3091364205256571,0.1051314142678347,0.0051000306623675,0.0625310538920312,0.5789473684210523,train,5
dopamine,10.0,8.0,SWV,2,0.2439753389274859,0.9440507856570924,5.1470060724503215,-0.5192288665121335,0.0999999999999999,1.4,-0.0001280453749639,0.3540831330582188,-0.3258110866626449,5.1470060724503215,0.1516896120150187,0.0700876095118898,0.2814808401182067,5.118684053073658,0.9047619047619035,train,0
aluminum,0.2,8.0,SWV,2,0.0107624059393711,0.0274811635472138,0.1254763459709025,-0.0103934829312784,0.0999999999999999,1.4,-1.179526819977243e-06,0.0071693521914434,-0.0083120290109661,0.1254763459709025,-0.3073842302878598,0.0963704630788485,0.009484185323654,0.123034778536542,0.7187500000000003,train,5
uric_acid,2.0,7.0,SWV,1,0.1039064118632609,0.3067291000730129,1.4331278241252658,-0.1380089309341688,0.0999999999999999,1.4,-5.477345176484741e-05,0.0977965770416068,-0.0860646211738476,1.4331278241252658,0.3409261576971213,0.0963704630788484,0.1092062640862768,1.418564727827783,0.4864864864864863,train,1
ascorbic_acid,5.0,8.0,SWV,2,0.3306142395345612,0.8420801509136414,3.4555928209712974,-0.2968196948341475,0.0999999999999999,1.4,-9.093614204838508e-05,0.2353694377591773,-0.187486180543756,3.4555928209712974,0.0097622027534417,0.1244055068836045,0.3440434289855709,3.409474652582853,0.7750000000000004,train,2
uric_acid,1.0,7.0,SWV,2,0.0569482610395824,0.1636818702786816,0.7655056518539582,-0.0583408453608372,0.0999999999999999,1.4,-1.700631504615197e-05,0.0385521327868551,-0.0386052785501096,0.7655056518539582,0.3444305381727158,0.1033792240300375,0.0608418282473402,0.7563578596722575,0.6388888888888908,train,1
ascorbic_acid,0.5,6.5,SWV,1,0.0445159269493182,0.1104507265365846,0.4610082450839931,-0.0489853507075683,0.0999999999999999,1.4,-1.7867941013283636e-05,0.0290690705526202,-0.0265981468018201,0.4610082450839931,0.0605757196495618,0.1226533166458072,0.0446889124766852,0.4540697915231034,0.5909090909090914,train,2
aluminum,0.1,6.5,SWV,9,0.0061478188134946,0.0137733247141689,0.0632365544838539,-0.0039692277848062,0.0999999999999999,1.4,4.675556408436049e-07,0.0037884431251573,-0.0050000019751968,0.0632365544838539,-0.3143929912390488,0.1033792240300375,0.0050031326518776,0.0612551334040777,0.8437500000000018,train,5
ascorbic_acid,10.0,6.0,SWV,2,0.4930130104788277,1.2547095634141172,5.347877699454476,-0.4562479075341958,0.0999999999999999,1.4,-0.0001393219311783,0.2795354278208667,-0.3100061399609762,5.347877699454476,0.1026282853566957,0.1244055068836045,0.5105273354099019,5.276364239323462,0.7750000000000004,train,2
ascorbic_acid,0.1,6.5,SWV,6,0.0107620439295136,0.0226891152861298,0.0983116923962292,-0.0067108077337215,0.0999999999999999,1.4,3.5092666689708584e-06,0.0065490805440417,-0.0058476249637273,0.0983116923962292,0.076345431789737,0.1191489361702127,0.0090380515647421,0.0953534672316258,0.9428571428571422,train,2
dopamine,2.0,7.5,SWV,2,0.075966425470461,0.2896047320154787,1.662397540401093,-0.1655901887395002,0.0999999999999999,1.4,-3.8258421144565793e-05,0.103390820645542,-0.1134514635996597,1.662397540401093,0.1727158948685856,0.0630788485607009,0.0810533474299509,1.652031861843842,0.7142857142857139,train,0
ascorbic_acid,0.5,8.0,SWV,3,0.0469850194271394,0.1132838305439143,0.468858774641089,-0.0418375552383986,0.0999999999999999,1.4,-4.799873696663773e-05,0.0274719139453482,-0.0389247772779501,0.468858774641089,0.0202753441802252,0.1226533166458072,0.04585685380122,0.4602654050401417,0.9444444444444438,train,2
aluminum,2.0,7.0,SWV,7,0.0812758167958399,0.2374255822679372,1.0927655228734512,-0.0962874953946563,0.0999999999999999,1.4,-9.7679322233532e-05,0.0656720616877323,-0.0624122677043224,1.0927655228734512,-0.316145181476846,0.1086357947434293,0.0889983431702531,1.0833267024755588,0.8787878787878792,train,5
aluminum,0.2,8.0,SWV,5,0.0108786920549594,0.0275948014259852,0.1290710279572017,-0.0115314301021542,0.0999999999999999,1.4,5.603997286120759e-06,0.0105528387003812,-0.0072903181741671,0.1290710279572017,-0.3038798498122653,0.0981226533166457,0.0096390584732589,0.126667681309002,0.7499999999999998,train,5
uric_acid,0.1,8.0,SWV,6,0.0078918059990059,0.0176667728431341,0.0864122586758295,-0.0049353656846891,0.0999999999999999,1.4,3.033164616970833e-06,0.0048012241564613,-0.0050257701745862,0.0864122586758295,0.3111389236545681,0.0981226533166458,0.0063326032203538,0.0837898723331449,0.6969696969696987,train,1
dopamine,2.0,6.5,SWV,1,0.073691904395559,0.2847784610158778,1.4845617545410406,-0.1411160363730589,0.0999999999999999,1.4,-5.491540517149103e-05,0.0907231851450659,-0.1074063011039557,1.4845617545410406,0.232290362953692,0.0735919899874844,0.087433861686007,1.473798720219767,0.909090909090908,train,0
dopamine,5.0,8.0,SWV,1,0.1563864546393587,0.6120503401399483,3.2080064464041627,-0.32669024564758,0.0999999999999999,1.4,-0.0001207469402033,0.19729572842636,-0.1871222618444861,3.2080064464041627,0.1464330413016269,0.0753441802252815,0.1901091566619937,3.187902154639696,0.7916666666666665,train,0
uric_acid,0.1,8.0,SWV,8,0.0078959485956405,0.0178212302350722,0.0830511596545962,-0.005138812326381,0.0999999999999999,1.4,8.748154268355877e-06,0.0052348558145171,-0.0058950873358135,0.0830511596545962,0.3128911138923653,0.1016270337922403,0.0065153592925774,0.0802901946338276,0.6571428571428582,train,1
aluminum,0.5,7.5,SWV,1,0.0240337744885707,0.0666946625455681,0.311536797779587,-0.0330604022997681,0.0999999999999999,1.4,-1.161688462947086e-05,0.0230503004259766,-0.0202452857826062,0.311536797779587,-0.3091364205256571,0.0963704630788485,0.0229558441727362,0.3071693324691673,0.8965517241379298,train,5
copper,0.5,7.0,SWV,9,0.0199343893013869,0.0817188219159506,0.4756136728667576,-0.0736918235794242,0.0999999999999999,1.4,-1.0705790935161826e-05,0.0303946522479698,-0.0279014077025555,0.4756136728667576,-0.0392991239048811,0.0595744680851064,0.0221397228513952,0.4717997303902014,0.7894736842105242,train,4
copper,2.0,6.0,SWV,9,0.067197475703089,0.2892465672297066,1.6017292622833996,-0.2574972987320957,0.0999999999999999,1.4,-4.39791827485591e-05,0.1260001103336183,-0.0955667634036283,1.6017292622833996,-0.0568210262828535,0.0665832290362953,0.0839185518154181,1.5932422654442049,0.8095238095238126,train,4
dopamine,1.0,6.0,SWV,5,0.0407105800892654,0.1505781498689884,0.8416762833188761,-0.0679156082338474,0.0999999999999999,1.4,1.3866072906629114e-05,0.0563587995903096,-0.0544845885058762,0.8416762833188761,0.2638297872340425,0.0648310387984981,0.0427692007402783,0.834960906117625,0.7619047619047621,train,0
aluminum,1.0,7.5,SWV,8,0.045925908077164,0.1286827101762081,0.59991675794918,-0.054291011502933,0.0999999999999999,1.4,5.300126884715586e-05,0.0467474348526945,-0.0393791031082708,0.59991675794918,-0.3143929912390488,0.1016270337922402,0.0458866203992463,0.592780555770601,0.6571428571428565,train,5
ascorbic_acid,0.2,6.0,SWV,1,0.0191135596882339,0.0447705137672552,0.1898919881110559,-0.0187319979616642,0.0999999999999999,1.4,-5.74345469292456e-06,0.0117349976610975,-0.0098948784273262,0.1898919881110559,0.1061326658322903,0.1244055068836045,0.0182248414259799,0.1858588630798734,0.7317073170731705,train,2
uric_acid,5.0,8.0,SWV,4,0.221353156277746,0.6454232433768953,2.969129772896704,-0.2722835153605413,0.0999999999999999,1.4,-0.0001234296545097,0.164428165287429,-0.1761891833242143,2.969129772896704,0.3058823529411764,0.0963704630788485,0.2283185002955752,2.935781772436771,0.8965517241379318,train,1
aluminum,0.5,8.0,SWV,1,0.0241238603636234,0.0669796189008558,0.3100556448149792,-0.033202428615924,0.0999999999999999,1.4,-1.1674818625105614e-05,0.0244241709804753,-0.0200785742910226,0.3100556448149792,-0.3091364205256571,0.106883604505632,0.0247820026247137,0.3058016684665432,0.605263157894737,train,5
ascorbic_acid,5.0,8.0,SWV,0,0.3324247737946004,0.8411502487284036,3.478874525042644,-0.3993744357215872,0.0999999999999999,1.4,3.770587530496916e-06,0.267219206765239,-0.2934333379420263,3.478874525042644,0.0150187734668334,0.1191489361702127,0.3349861418058628,3.435251282474836,0.9428571428571422,train,2
copper,0.5,6.5,SWV,7,0.0189395074639973,0.0811870828281118,0.4517836230833562,-0.0854104207499195,0.0999999999999999,1.4,-3.026700113403199e-05,0.03011874581974,-0.0283906343910233,0.4517836230833562,-0.0550688360450564,0.0613266583229036,0.0223941229747691,0.4491990334022278,0.6666666666666656,train,4
aluminum,5.0,8.0,SWV,7,0.1681856142056807,0.4960439897241677,2.233650228077374,-0.2014966485449377,0.0999999999999999,1.4,-0.000206546478883,0.1294700895852495,-0.130269370037257,2.233650228077374,-0.3073842302878598,0.1086357947434292,0.1862373532202211,2.2151230153498305,0.5897435897435901,train,5
copper,1.0,6.0,SWV,4,0.0366090943183739,0.1550395417844698,0.8715644772250432,-0.1406213356940598,0.0999999999999999,1.4,-3.275007888999629e-05,0.0567077031616971,-0.0545149087720034,0.8715644772250432,-0.0533166458072591,0.0648310387984981,0.0441663791730626,0.8667684735285638,0.9473684210526342,train,4
dopamine,2.0,6.5,SWV,3,0.0763692985595955,0.2835347101783014,1.496245440504755,-0.1603780904151381,0.0999999999999999,1.4,-0.0001254413659718,0.0837908680985546,-0.1037627995390313,1.496245440504755,0.2410513141426782,0.0735919899874844,0.0869065139084585,1.4801488378738223,0.680000000000001,train,0
uric_acid,0.1,7.5,SWV,0,0.007798817957921,0.0176402941622982,0.0864263169856912,-0.0064282308075614,0.0999999999999999,1.4,2.4235249162560127e-06,0.0066213105715268,-0.006512458257896,0.0864263169856912,0.3216520650813516,0.092866082603254,0.0060425667799424,0.0838476483007212,0.7666666666666658,train,1
aluminum,0.2,7.5,SWV,6,0.0108588707310275,0.0276240636915809,0.1310485905135958,-0.0102841217388618,0.0999999999999999,1.4,3.447832034067885e-06,0.0089901235440418,-0.0091690343684469,0.1310485905135958,-0.3021276595744681,0.0981226533166457,0.0096792077398554,0.1289098778881809,0.9310344827586208,train,5
ascorbic_acid,1.0,7.0,SWV,1,0.0848898546708083,0.21474517053283,0.935759954484996,-0.0975188290907261,0.0999999999999999,1.4,-3.729031275700109e-05,0.055635088394586,-0.0527703801686221,0.935759954484996,0.0483103879849812,0.1191489361702128,0.0846233863967296,0.9239438332305284,0.700000000000001,train,2
aluminum,0.1,6.5,SWV,5,0.0061198852723503,0.0138037736646389,0.0638089266762103,-0.0053358247518259,0.0999999999999999,1.4,4.089165981402997e-06,0.0053013710305438,-0.0037035228541089,0.0638089266762103,-0.3178973717146433,0.106883604505632,0.0051381621728449,0.0619037395717304,0.9677419354838696,train,5
aluminum,5.0,7.5,SWV,3,0.175139971826983,0.4963201840581731,2.2847358350308564,-0.2233323209157441,0.0999999999999999,1.4,-0.0002492114182561,0.1487303498647998,-0.192184309642133,2.2847358350308564,-0.3108886107634543,0.1016270337922402,0.1772102067039826,2.259665975758737,0.7575757575757581,train,5
aluminum,2.0,8.0,SWV,6,0.0845780689720785,0.2418691927281965,1.145160965539723,-0.1085506346452024,0.0999999999999999,1.4,1.0379838569866371e-05,0.078463186098395,-0.0820113603090468,1.145160965539723,-0.3021276595744681,0.099874843554443,0.0858676992560186,1.1365575733568147,0.7812500000000001,train,5
glucose,0.2,6.5,SWV,9,0.0157823573560295,0.0291153364045528,0.1127359217786615,-0.0088562718726538,0.0999999999999999,1.4,-9.803893750280146e-07,0.007855571805965,-0.0070478098536836,0.1127359217786615,0.4723404255319147,0.1524405506883603,0.0131800216729044,0.108351667351612,0.3809523809523795,train,3
glucose,10.0,6.0,SWV,4,0.3824572989661323,0.8204623705910403,3.066565503125655,-0.3205533280694716,0.0999999999999999,1.4,-0.0001499008924478,0.1987019034738282,-0.2125633228011857,3.066565503125655,0.4933667083854817,0.1524405506883606,0.3715303137098014,3.005786033158054,0.5818181818181816,train,3
uric_acid,10.0,7.5,SWV,5,0.3393484487651871,0.9880795128289676,4.698520553644595,-0.3656110507952274,0.0999999999999999,1.4,0.000101421011304,0.338937556521688,-0.2895781801048143,4.698520553644595,0.3321652065081351,0.092866082603254,0.3384407519516957,4.644597049156332,0.8928571428571437,train,1
aluminum,1.0,6.5,SWV,2,0.0449216220953765,0.1271346797858116,0.5702740241452987,-0.055042146858915,0.0999999999999999,1.4,-1.4568356381477336e-05,0.0331178460673841,-0.0425769840392468,0.5702740241452987,-0.3126408010012516,0.1033792240300375,0.0462876924932321,0.5634664425624395,0.7352941176470591,train,5
uric_acid,0.2,8.0,SWV,5,0.0138676703383169,0.0351927099601507,0.1629699216599827,-0.0107946259611221,0.0999999999999999,1.4,5.940704709701074e-06,0.011971134849165,-0.0116803309539123,0.1629699216599827,0.3006257822277847,0.0998748435544431,0.0127697652560862,0.1594507831851656,0.9000000000000008,train,1
glucose,0.1,8.0,SWV,4,0.0091560874410343,0.0148551054540045,0.0621099247088352,-0.0036798918939583,0.0999999999999999,1.4,-4.462782713060651e-07,0.0042829311483563,-0.0039535038404788,0.0621099247088352,0.4530663329161452,0.1541927409261576,0.0068132591609286,0.0586943688244008,0.6923076923076951,train,3
glucose,0.5,6.0,SWV,6,0.0350775312673944,0.0708406686845449,0.2647570846132098,-0.0231100205597646,0.0999999999999999,1.4,6.5198416196315055e-06,0.0199721705991286,-0.0173542876509942,0.2647570846132098,0.523153942428035,0.162953692115144,0.0336258982795902,0.2576114173840122,0.8979591836734657,train,3
ascorbic_acid,2.0,7.5,SWV,3,0.1623215458954171,0.4027714721008302,1.7193587548933709,-0.1613159484766138,0.0999999999999999,1.4,-0.00018431360261,0.102268732844665,-0.1469749601417518,1.7193587548933709,0.0325406758448059,0.1226533166458072,0.1616370538711262,1.6925663820294974,1.0,train,2
ascorbic_acid,0.2,6.5,SWV,4,0.0196014547948871,0.0445823836469901,0.1891983662387376,-0.0173239728581531,0.0999999999999999,1.4,-6.329063599567544e-06,0.0122152014606235,-0.0127217506508836,0.1891983662387376,0.0605757196495618,0.1209011264080099,0.0178957017400876,0.1847270961369966,0.5681818181818183,train,2
glucose,0.1,6.5,SWV,0,0.0089905008975982,0.014601936784035,0.0590153795214523,-0.0057038115004026,0.0999999999999999,1.4,2.783541209324452e-06,0.0048735627875731,-0.0053786114929162,0.0590153795214523,0.4846057571964955,0.1489361702127658,0.0064966438817351,0.0555996039453101,0.5740740740740751,train,3
dopamine,5.0,6.0,SWV,6,0.1522134076209606,0.5794491741895266,3.296010570727541,-0.2733728100718189,0.0999999999999999,1.4,6.535654152655529e-06,0.1828211934453232,-0.1781139614193714,3.296010570727541,0.2550688360450562,0.064831038798498,0.1647060032576758,3.2795378005460645,0.681818181818183,train,0
glucose,0.5,8.0,SWV,9,0.0359749182268201,0.0726378720090671,0.2884691218638702,-0.0259139096384248,0.0999999999999999,1.4,-6.3421112121492525e-06,0.0205839696391843,-0.0174864695566503,0.2884691218638702,0.4705882352941176,0.1612015018773466,0.0343707426638034,0.2809056010144621,0.9166666666666644,train,3
aluminum,2.0,8.0,SWV,1,0.0829002454322747,0.2398366224378508,1.1070941841796316,-0.122458456025471,0.0999999999999999,1.4,-4.823119486082618e-05,0.0874042053634844,-0.0717893045965574,1.1070941841796316,-0.3091364205256571,0.106883604505632,0.088764526840373,1.0954841605901122,0.605263157894737,train,5
glucose,10.0,6.0,SWV,8,0.3823228709179249,0.8203138907169211,3.083632805558337,-0.304526417844407,0.0999999999999999,1.4,0.0003276485000545,0.2297083568596089,-0.2122225008086273,3.083632805558337,0.5301627033792239,0.1506883604505633,0.3693532216945915,3.022349782176765,0.7200000000000015,train,3
glucose,5.0,6.0,SWV,5,0.2461132137164763,0.5305177635489295,2.019406187131888,-0.2042437467499961,0.0999999999999999,1.4,7.062964553818294e-05,0.1741416631930323,-0.1192563998537241,2.019406187131888,0.5266583229036294,0.1612015018773467,0.2498722449284794,1.9792024722645485,0.803921568627451,train,3
glucose,0.2,6.0,SWV,1,0.0154660085614535,0.028888757936135,0.1131111436131393,-0.00947471945097,0.0999999999999999,1.4,-2.644822049236502e-06,0.0079568331079062,-0.0064105448019459,0.1131111436131393,0.4986232790988735,0.1541927409261576,0.0132204925683172,0.1087829443935343,0.6000000000000014,train,3
ascorbic_acid,0.2,7.5,SWV,3,0.0201288092081521,0.0460493325636073,0.1981288585810569,-0.0169063867610855,0.0999999999999999,1.4,-1.898873925235696e-05,0.0117928297019681,-0.0169716154912882,0.1981288585810569,0.0325406758448059,0.1226533166458072,0.0184843449341227,0.1935380134977818,1.0,train,2
uric_acid,0.2,6.5,SWV,2,0.0134171665771258,0.0343331719503493,0.1588167050356898,-0.0108863077008212,0.0999999999999999,1.4,-1.6168953264043135e-06,0.0077568193005346,-0.0085125715547779,0.1588167050356898,0.3812265331664579,0.0981226533166458,0.0122948612884841,0.1554604355010974,0.8666666666666671,train,1
aluminum,2.0,7.5,SWV,3,0.0852752701439236,0.2396739147707112,1.103932744246531,-0.1066578910395975,0.0999999999999999,1.4,-0.0001190977994861,0.071842253082972,-0.0928315093763903,1.103932744246531,-0.3108886107634543,0.1016270337922402,0.0855778331416131,1.0911794223978248,0.7575757575757581,train,5
ascorbic_acid,0.5,6.5,SWV,6,0.0452321657321806,0.1098364728490077,0.4686691179573395,-0.0379659067609379,0.0999999999999999,1.4,7.152267757667627e-06,0.0314209076735388,-0.0278936832665427,0.4686691179573395,0.076345431789737,0.1191489361702127,0.0437520289187428,0.4611075702981326,0.9428571428571422,train,2
aluminum,10.0,8.0,SWV,0,0.2675543090444272,0.7710270010851666,3.5601849080989427,-0.4274061722711811,0.0999999999999999,1.4,-3.3881877383621847e-06,0.2875911358033012,-0.358298173716707,3.5601849080989427,-0.3056320400500626,0.1033792240300375,0.2779689050509545,3.523459341508357,0.7352941176470584,train,5
aluminum,1.0,6.5,SWV,4,0.045593206204572,0.1277591309724322,0.5862595830705741,-0.0600149752017177,0.0999999999999999,1.4,-2.5837045573447668e-05,0.0419021286910455,-0.0373757516207108,0.5862595830705741,-0.3126408010012516,0.1051314142678347,0.0469629899562589,0.5796029756409752,0.7647058823529418,train,5
uric_acid,0.2,7.5,SWV,3,0.0139171788024609,0.0351371554922727,0.1688562752854993,-0.012680051827819,0.0999999999999999,1.4,-1.3614591318880703e-05,0.0094947627930615,-0.014072522167085,0.1688562752854993,0.3216520650813516,0.0946182728410512,0.0121575925266262,0.16525537195679,0.6874999999999982,train,1
ascorbic_acid,10.0,8.0,SWV,8,0.5192193536599461,1.3093826012650172,5.397202820513856,-0.4861933205415887,0.0999999999999999,1.4,0.0004703508095955,0.3658468888949991,-0.4314800444258178,5.397202820513856,0.0080100125156444,0.1209011264080099,0.5267587224576693,5.3195344383412,0.6829268292682918,train,2
glucose,1.0,7.5,SWV,5,0.0665927801886318,0.1397440708003849,0.5556060367309872,-0.0490957302281941,0.0999999999999999,1.4,2.0464135472745265e-05,0.0467134157274629,-0.0308620002172674,0.5556060367309872,0.4775969962453065,0.1576971214017521,0.0652206555277212,0.5430790107647558,0.9565217391304368,train,3
ascorbic_acid,5.0,7.5,SWV,5,0.3304537018263032,0.8310676650422131,3.506524212849007,-0.333437752048341,0.0999999999999999,1.4,9.850773392304584e-05,0.3428871198350699,-0.1929658756477505,3.506524212849007,0.0307884856070087,0.1226533166458072,0.3333958490820799,3.4560469842839203,0.8918918918918939,train,2
aluminum,10.0,7.0,SWV,5,0.2667984971116155,0.7685125692131356,3.4938825937808358,-0.3445201779579041,0.0999999999999999,1.4,8.696281742503601e-05,0.292812360892582,-0.2022223902505144,3.4938825937808358,-0.3038798498122653,0.1086357947434292,0.2879593593120432,3.458785751809869,0.7714285714285712,train,5
copper,0.5,6.5,SWV,1,0.019236654475669,0.0810099446808964,0.4562158605121829,-0.0810910393644738,0.0999999999999999,1.4,-1.511452893807613e-05,0.0339033709945249,-0.0245482225933377,0.4562158605121829,-0.0550688360450564,0.0648310387984981,0.0230684433083641,0.4532015610740001,0.681818181818181,train,4
